qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,combined_decision,combined_label
wahm_097,msa,direct,allam,arabic_centric,اين تقع مدينة الاسماعيلية؟,منتصف المسافة بين بورسعيد شمالا والسويس جنوبًا,تقع مدينة الإسماعيلية في مصر، وهي إحدى المدن الواقعة على قناة السويس، وتُعدّ من المدن المصرية التي تتميّز بموقعها الجغرافي، حيث تقع في الجهة الشمالية الشرقية لجمهورية مصر العربية، وتبعد عن مدينة القاهرة حوالي 130 كم، وتقع على خط طول 30. يحدّ مدينة الإسماعيلية من الجهة الشمالية البحر الأبيض المتوسط، ومن الجهة الجنوبية بحيرة التمساح، ومن الجهة الشرقية بحيرة المنزلة، ومن الجهة الغربية ترعة الإسماعيلية، وتُعدّ مدينة الإسماعيلية من المدن المصرية التي تتميّز بموقعها الجغرافي، حيث تقع في الجهة الشمالية الشرقية لجمهورية مصر العربية، وتبعد عن مدينة القاهرة حوالي 130 كم، وتقع على خط طول 30.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:07+00:00,,0.143,defer,,0.855298,hallucinated,1
wahm_098,msa,direct,allam,arabic_centric,أين ولد أبو عامر محمد بن أبي عامر؟,الجزيرة الخضراء,ولد أبو عامر محمد بن أبي عامر في مدينة قرطبة، عاصمة الدولة الأموية في الأندلس، في بيت عريق في الشرف، وكان والده من أهل العلم والأدب، وقد نشأ أبو عامر في بيئة علمية وثقافية، حيث كان والده من العلماء الذين يُشار إليهم بالبنان، وقد حرص على تعليمه وتثقيفه منذ صغره، حتى أصبح من أبرز العلماء والقادة في عصره. أرجو أن تكون إجابتي مفيدة.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:08+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_099,msa,direct,allam,arabic_centric,ما معنى اسم داوُود؟,"الحبيب, اسم علم شخصي عربي من أصل عبري، ويعتبر من الأسماء المنتشرة في العالم العربي نسباً لأنه اسم داود أحد الأنبياء في الإسلام والمسيحية واليهودية وألذي يعني الحبيب، ولهذا الاسم أشكال مختلفة في اللغات الأخرى مثل ديفيد وديف ودايفي وداودا","اسم ""داوُود"" هو اسم علم مذكر أصله عبري، وهو الصيغة العبرية لاسم ""داود"" العربي. وهو اسم نبي الله داود عليه السلام، الذي ذُكر في القرآن الكريم، وهو معروف بصوته الجميل في تلاوة الزبور، أي التسبيح والذكر.

أما عن معناه، فهو مشتق من الفعل العبري ""دَوَد"" الذي يعني ""أحب""، و""داود"" في اللغة العبرية يعني ""حبيب الله"". وقد ورد في القرآن الكريم في عدة مواضع، منها قوله تعالى: ""وَاذْكُرْ عَبْدَنَا دَاوُودَ ذَا الْأَيْدِ إِنَّهُ أَوَّابٌ"" (سورة ص، الآية 17).

لذا، فإن اسم ""داوُود"" يحمل معاني جميلة تتعلق بالحب والقرب من الله، وهو اسم ذو طابع ديني وروحي.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:10+00:00,,0.571,defer,,0.086123,clean,0
wahm_100,msa,direct,allam,arabic_centric,اين توجد منطقة الخفجي؟,شمال شرق المملكة العربية السعودية,"تقع منطقة الخفجي في شمال شرق المملكة العربية السعودية، على بعد 300 كم شمال الدمام، مقر إمارة المنطقة الشرقية، وتحدها من الشمال المنطقة الشمالية للمملكة، ومن الشرق الخليج العربي، ومن الغرب محافظة النعيرية، ومن الجنوب منطقة الرياض. تحدها من الشمال محافظة حفر الباطن، ومن الجنوب محافظة النعيرية، ومن الشرق الخليج العربي، ومن الغرب محافظة الخفجي. 

تبلغ مساحة منطقة الخفجي نحو 23,000 كم2، وهي تمثل 1.7% من مساحة المملكة، ويبلغ عدد سكانها نحو 107,696 نسمة، بحسب تعداد السعودية 2022م.

تضم محافظة الخفجي عددًا من المراكز، هي: السفانية، وأبرق الكبريت، ورأس مشعاب، وصفوى، وونيفة، وعردة، وأم الهيمان، والسفانية، وواسط، إضافة إلى مدينة الخفجي مقر المحافظة.

تتمتع محافظة الخفجي بموقع استراتيجي، إذ تقع على الطريق الدولي الذي يربط دول الخليج العربي ببعضها، كما أنها تقع على الطريق الساحلي الذي يربط المملكة العربية السعودية بدول مجلس التعاون الخليجي، إضافة إلى أنها تقع على الطريق الدولي الذي يربط دول الخليج العربي ببعضها، كما أنها تقع على الطريق الساحلي الذي يربط المملكة العربية السعودية بدول مجلس التعاون الخليجي، إضافة إلى أنها تقع على الطريق الدولي الذي يربط دول الخليج العربي بالعراق والأردن.

تعد محافظة الخفجي من أهم المناطق الصناعية في المملكة، إذ تضم أكبر مصنع في الشرق الأوسط لإنتاج مادة الكبريت، كما تضم أكبر مصنع لإنتاج الأسفلت، إضافة إلى أنها تضم أكبر مصنع لإنتاج الخرسانة الجاهزة، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأسمنتي، إضافة إلى أنها تضم أكبر مصنع لإنتاج البلك الأسمنتي، كما تضم أكبر مصنع لإنتاج البلك الأس",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:17+00:00,,1.000,clean,,,clean,0
wahm_101,msa,direct,allam,arabic_centric,متى أطلقت قناة كرتون نتورك؟,10 أكتوبر 2010,أطلقت قناة كرتون نتورك في عام 1992، وهي قناة تلفزيونية موجهة للأطفال والمراهقين، تقدم مجموعة متنوعة من البرامج الكرتونية والرسوم المتحركة. بدأت بثها في الولايات المتحدة، ثم توسعت لتشمل مناطق أخرى حول العالم. القناة تهدف إلى تقديم محتوى ترفيهي وتعليمي للأطفال، مع التركيز على القيم الإيجابية مثل الصداقة والتعاون.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:18+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_102,msa,direct,allam,arabic_centric,متى تولى محمد السادس الحكم في المغرب؟,ربيع الآخر سنة 1420 هـ,تولى محمد السادس الحكم في المغرب في 23 يوليو 1999، بعد وفاة والده الملك الحسن الثاني. وقد شهدت فترة حكمه العديد من الإصلاحات السياسية والاقتصادية والاجتماعية، بما في ذلك تعزيز حقوق الإنسان وتطوير البنية التحتية، بالإضافة إلى تعزيز دور المرأة في المجتمع.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:18+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_103,msa,direct,allam,arabic_centric,ماهو تعداد المسيحيين الأردنيين ؟,"174,000 إلى 390,000 نسمة, من 174,000 إلى 390,000",يُقدر عدد المسيحيين في الأردن بحوالي 2.5 مليون نسمة، أي ما نسبته 65% من سكان المملكة، وذلك حسب إحصاءات عام 2023م، كما يُشكلون نسبة 85% من سكان شمال الأردن، و45% من سكان العاصمة عمان، و25% من سكان محافظة الزرقاء، و15% من سكان محافظة إربد، و10% من سكان محافظة معان، و5% من سكان محافظة المفرق، و3% من سكان محافظة البلقاء، و2% من سكان محافظة الكرك، و1% من سكان محافظة مأدبا، و0.5% من سكان محافظة الطفيلة، و0.2% من سكان محافظة العقبة، كما يُشكل المسيحيون نسبة 100% من سكان لواء الأغوار الشمالية، و99% من سكان لواء الشونة الجنوبية، و98% من سكان لواء الكورة، و97% من سكان لواء بني عبيد، و96% من سكان لواء قصبة المفرق، و95% من سكان لواء قصبة معان، و94% من سكان لواء قصبة الكرك، و93% من سكان لواء قصبة مأدبا، و92% من سكان لواء قصبة الزرقاء، و91% من سكان لواء قصبة معان، و89% من سكان لواء قصبة إربد، و88% من سكان لواء قصبة البلقاء، و87% من سكان لواء قصبة العقبة، و86% من سكان لواء قصبة الكرك، و85% من سكان لواء قصبة الطفيلة، و84% من سكان لواء قصبة معان، و83% من سكان لواء قصبة بني حسن، و82% من سكان لواء قصبة مادبا، و81% من سكان لواء قصبة الشونة الجنوبية، و80% من سكان لواء قصبة الرصيفة، و79% من سكان لواء قصبة الكرك، و78% من سكان لواء قصبة معان، و77% من سكان لواء قصبة المفرق، و76% من سكان لواء قصبة جرش، و75% من سكان لواء قصبة عجلون، و74% من سكان لواء قصبة معان، و73% من سكان لواء قصبة الزرقاء، و72% من سكان لواء قصبة بني حسن، و71% من سكان لواء قصبة الرصيفة، و70% من سكان لواء قصبة مأدبا، و69% من سكان لواء قصبة الشونة الجنوبية، و68% من سكان لواء قصبة,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:25+00:00,,0.200,defer,,0.864932,hallucinated,1
wahm_104,msa,direct,allam,arabic_centric,أين تقع مدينة قطيسفون؟,جنوب شرق بغداد,تقع مدينة قطيسفون على بعد 120 كم جنوب بغداد، على ضفاف نهر دجلة، وقد كانت عاصمة الساسانيين الفرس، كما كانت مركزًا تجاريًا مهمًا، وقد بُنيت المدينة على يد الملك الساساني أردشير الأول، وقد كانت المدينة في أوج ازدهارها في القرن الثالث الميلادي، وقد كانت المدينة مركزًا مهمًا للديانة الزرادشتية، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد كانت المدينة مركزًا مهمًا للتجارة، وقد,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:32+00:00,,0.667,defer,,0.092046,clean,0
wahm_105,msa,direct,allam,arabic_centric,ما هي الذاكرة العرضية؟,ذاكرة أحداث السيرة الذاتية,"الذاكرة العرضية هي نوع من أنواع الذاكرة البشرية التي تتعلق بتسجيل الأحداث التي وقعت في الماضي، مثل تذكر ما حدث في يوم معين أو في مناسبة معينة. تُستخدم هذه الذاكرة في استرجاع الأحداث التي مر بها الشخص، مثل الذهاب إلى مكان معين أو القيام بنشاط معين. الذاكرة العرضية تختلف عن الذاكرة الدلالية التي تتعلق بالمعرفة العامة والحقائق، وعن الذاكرة الإجرائية التي تتعلق بالمهارات والعادات.

الذاكرة العرضية تعتمد على عدة عوامل مثل الانتباه، التركيز، والتكرار، وهي تتأثر بالعوامل النفسية مثل القلق والتوتر، وكذلك بالعوامل البيولوجية مثل العمر والأمراض العصبية. على سبيل المثال، قد يجد الشخص صعوبة في تذكر أحداث معينة إذا كان يعاني من ضغوط نفسية أو إذا كان في حالة من القلق الشديد.

من الناحية العلمية، تُعتبر الذاكرة العرضية جزءًا من نظام الذاكرة البشرية الذي يشمل أيضًا الذاكرة الدلالية والذاكرة الإجرائية، وكل منها يلعب دورًا مهمًا في حياة الإنسان اليومية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:34+00:00,,0.250,defer,,0.017794,clean,0
wahm_106,msa,direct,allam,arabic_centric,أين تقع مديرية رغوان؟,وسط اليمن,في محافظة مأرب.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:34+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_107,msa,direct,allam,arabic_centric,أين ولد هندريك أنتون لورنتس ؟,أرنهيم بخيلدرلند بهولندا,ولد هندريك أنتون لورنتس في مدينة دلفت بهولندا. وُلد في 18 سبتمبر 1853 وتوفي في 4 يوليو 1928. لورنتس كان فيزيائيًا هولنديًا بارزًا، وقد حصل على جائزة نوبل في الفيزياء عام 1902 بالمشاركة مع فيرنر هايزنبيرغ لمساهماتهما في تأسيس نظرية الكم. لورنتس معروف أيضًا بعمله في النسبية الخاصة، حيث قدم مفهوم لورنتز للتقلص، وهو تقلص الأجسام المتحركة بسرعة قريبة من سرعة الضوء.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:35+00:00,,0.333,defer,,0.028701,clean,0
wahm_108,msa,direct,allam,arabic_centric,من هو مخترع العجلات المطاطية التي تسير عليها السيارات؟,جون بويد دنلوب,"مخترع العجلات المطاطية التي تسير عليها السيارات هو جورج دانلوب. في أواخر القرن التاسع عشر، كان دانلوب يعمل كطبيب بيطري في اسكتلندا، ولاحظ أن الخيول التي كانت تستخدم في نقل البضائع في الشوارع كانت تعاني من آلام بسبب العجلات الحديدية الصلبة التي كانت تجر العربات. هذا دفعه للتفكير في تطوير مادة أكثر ليونة ومرونة يمكن استخدامها في صناعة العجلات، مما يقلل من آلام الخيول ويزيد من كفاءة النقل.

في عام 1888، اخترع دانلوب إطارًا مطاطيًا مرنًا، والذي أصبح يُعرف باسم ""الإطار الهوائي"". هذا الاختراع كان ثوريًا لأنه سمح للسيارات بالسير بشكل أكثر سلاسة وأمانًا، وقلل من الاهتزازات والضوضاء الناتجة عن العجلات الحديدية. كما أن هذا الابتكار ساهم بشكل كبير في تطوير صناعة السيارات وجعلها أكثر انتشارًا واستخدامًا في مختلف أنحاء العالم.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:38+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_109,msa,direct,allam,arabic_centric,اين يقع البحر الميت ؟,"أخدود وادي الأردن, في أخدود وادي الأردن ضمن الشق السوري الأفريقي",البحر الميت هو بحيرة مغلقة، يقع في وادٍ منخفض بين الأردن من الشرق وفلسطين من الغرب، وهو أخفض نقطة على سطح الأرض، حيث يبلغ عمقه 400م تحت مستوى سطح البحر، كما أن مياهه شديدة الملوحة، ولا تعيش فيه الكائنات الحية، وهو أكبر بحيرة ملحية في الشرق الأوسط، وتبلغ مساحته 650 كم2، ويبلغ طوله 80 كم، وعرضه 16 كم، أما عمقه فيصل إلى 400م، كما أن مياهه لا تتجدد، إذ يتبخر الماء بسرعة أكبر من سرعة تجدده، مما يؤدي إلى زيادة ملوحته، كما أن مياهه تحتوي على نسبة عالية من الأملاح، إذ تصل نسبة الأملاح فيه إلى 34%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من المعادن، إذ تحتوي على 10 أنواع من الأملاح، وهي: كلوريد الصوديوم، وكلوريد المغنيسيوم، وكلوريد البوتاسيوم، وكبريتات المغنيسيوم، وكبريتات الكالسيوم، وكبريتات الصوديوم، وكبريتات الأمونيوم، وكبريتات الحديد، وكبريتات الزنك، وكبريتات النحاس، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل نسبته إلى 0.04%، وهي نسبة عالية جداً، كما أن مياهه تحتوي على نسبة عالية من غاز كبريتيد الهيدروجين، إذ تصل,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:44+00:00,,0.333,defer,,0.539450,hallucinated,1
wahm_110,msa,direct,allam,arabic_centric,ما هي أطول فترات حكم فلاد الثالث؟,"دامت أطول فترات حكمه فيما بين عامي 1456 و1462 في أوج الحملات العثمانية للسيطرة على البلقان, بين عامي 1456 و1462","فلاد الثالث، المعروف أيضًا بفلاد المخوزق، حكم إمارة والاشيا (التي تُعرف اليوم بجزء من رومانيا) في العصور الوسطى. كان فلاد الثالث شخصية تاريخية بارزة، واشتهر بقسوته ضد أعدائه، مما أدى إلى انتشار أسطورته في الأدب الشعبي.

فلاد الثالث حكم إمارة والاشيا لفترات متعددة، وكانت أطول فترة حكم له هي من عام 1456 حتى وفاته في عام 1476. خلال هذه الفترة، واجه فلاد الثالث العديد من التحديات، بما في ذلك الحروب مع الإمبراطورية العثمانية، التي كانت تسعى لتوسيع نفوذها في المنطقة.

فلاد الثالث كان معروفًا بصرامته وشدة قسوته، وقد استخدم أساليب مروعة في التعامل مع أعدائه، مما أكسبه لقب ""المخوزق"". هذه القسوة كانت جزءًا من استراتيجيته للحفاظ على سلطته وحماية شعبه من الغزاة.

إجمالاً، كانت أطول فترة حكم لفلاد الثالث هي من عام 1456 حتى وفاته في عام 1476، حيث واجه خلالها العديد من التحديات السياسية والعسكرية، وكان له دور كبير في تاريخ المنطقة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:47+00:00,,0.375,defer,,0.093023,clean,0
wahm_111,msa,direct,allam,arabic_centric,من هي نانسي ريغان؟,ممثلة سينمائية أمريكية وزوجة رونالد ريغان الرئيس الأربعين للولايات المتحدة الأمريكية، وسيّدة الولايات المتحدة الأولى لمدة ثمان سنوات، من 1981 وحتى 1989,"نانسي ريغان، المعروفة أيضًا باسم نانسي ديفيس ريغان، كانت السيدة الأولى للولايات المتحدة من عام 1981 حتى عام 1989 خلال فترة رئاسة زوجها رونالد ريغان. كانت نانسي ريغان شخصية بارزة في الحياة السياسية والاجتماعية الأمريكية، وقد لعبت دورًا كبيرًا في تعزيز صورة زوجها كرئيس قوي ومؤثر.

ولدت نانسي ديفيس في 6 يوليو 1921 في نيويورك، ونشأت في عائلة ميسورة الحال. تلقت تعليمها في جامعة نورث وسترن، حيث درست الأدب الإنجليزي. تزوجت من رونالد ريغان في عام 1952، وكان هذا الزواج نقطة تحول كبيرة في حياتها، حيث أصبحت نانسي ريغان السيدة الأولى للولايات المتحدة في عام 1981 بعد انتخاب زوجها رئيسًا.

خلال فترة رئاستها، كانت نانسي ريغان معروفة بنشاطها الاجتماعي ودعمها للعديد من القضايا الإنسانية، بما في ذلك مكافحة المخدرات. كما كانت لها دور بارز في تعزيز صورة زوجها كرئيس قوي ومؤثر، مما ساهم في تحقيق العديد من الإنجازات خلال فترة رئاسته.

بعد انتهاء فترة رئاسة زوجها، استمرت نانسي ريغان في العمل في المجال العام، حيث شاركت في العديد من الأنشطة الخيرية والإنسانية. توفيت في 6 مارس 2016، تاركة إرثًا كبيرًا في الحياة السياسية والاجتماعية الأمريكية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:50+00:00,,1.000,clean,,,clean,0
wahm_112,msa,direct,allam,arabic_centric,متى انضم اللاعب كيفن دي بروين لمانشستر سيتي الانجليزي؟,2015,انضم اللاعب كيفن دي بروين لمانشستر سيتي في عام 2015 قادما من نادي فولفسبورغ الألماني، وقد حقق مع النادي العديد من البطولات المحلية والقارية. أتمنى أن تكون الإجابة وافية.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:51+00:00,,1.000,clean,,,clean,0
wahm_113,msa,direct,allam,arabic_centric,من هو خليل كوت؟,"ضابط في الجيش العثماني وحاكم إقليمي, ضابط في الجيش العثماني وحاكم إقليمي، هو عم وزير الحرب العثماني خلال الحرب العالمية الأولى",خليل كوت هو أحد قادة الدولة السعودية الأولى، وقد تولى قيادة الجيش السعودي في بعض المعارك ضد القوات العثمانية المعتدية. وقد قُتل في إحدى المعارك ضد العثمانيين في منطقة الحائر جنوب الرياض.,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:51+00:00,,0.333,defer,,0.023624,clean,0
wahm_114,msa,direct,allam,arabic_centric,متى صدر العدد الأول من المجلة تايم الأمريكية؟,3 مارس 1923,"صدر العدد الأول من المجلة تايم الأمريكية في 3 مارس 1923، وهي مجلة أسبوعية أمريكية، تصدر عن شركة ""نيوز كوربوريشن""، المملوكة لقطب الإعلام روبرت موردوك. وقد أسسها هنري لوس وبريتون هادن. تُعتبر تايم من المجلات الرائدة في الولايات المتحدة، حيث تقدم تغطية شاملة للأحداث العالمية والمحلية، مع التركيز على التحليل العميق والتقارير الاستقصائية.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:52+00:00,,1.000,clean,,,clean,0
wahm_115,msa,direct,allam,arabic_centric,ما هو المذهب الحنفي؟,"ينسب هذا المذهب لأبي حنيفة النعمان (80هـ - 150هـ)، وهو مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة كالمذهب المالكي، والمذهب الشافعي، والمذهب الحنبلي, مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة","المذهب الحنفي هو أحد المذاهب الفقهية السنية في الإسلام، وينسب إلى الإمام أبي حنيفة النعمان بن ثابت، الذي عاش في القرن الثاني الهجري. يُعتبر المذهب الحنفي من المذاهب الأربعة الكبرى التي تعتمد على القرآن الكريم والسنة النبوية وإجماع الصحابة والقياس، وهي مصادر التشريع في الإسلام.

الإمام أبو حنيفة كان معروفًا بعلمه الواسع واجتهاده في استنباط الأحكام الشرعية، وقد أسس المذهب على أسس علمية دقيقة، مع التركيز على تحقيق العدالة والرحمة في الأحكام. المذهب الحنفي يتميز بمرونته في بعض الأمور، مما يجعله مناسبًا للتعامل مع التغيرات الزمنية والاجتماعية.

من أبرز علماء المذهب الحنفي:
1. **الإمام أبو حنيفة النعمان**: مؤسس المذهب.
2. **الإمام أبو يوسف**: تلميذ الإمام أبي حنيفة، وله إسهامات كبيرة في الفقه الحنفي.
3. **الإمام محمد بن الحسن الشيباني**: تلميذ الإمام أبي حنيفة، وله مؤلفات عديدة في الفقه الحنفي.
4. **الإمام زفر**: تلميذ الإمام أبي حنيفة، وله إسهامات كبيرة في المذهب.

المذهب الحنفي يُدرس في العديد من الجامعات الإسلامية حول العالم، ويُعتبر مرجعًا مهمًا في الفقه الإسلامي.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:02:55+00:00,,0.625,defer,,0.017806,clean,0
