qid,question_msa,gold_answer,dialect_candidate,backtranslation_msa,sub_variety,requested_model,translation_model,backtranslation_model,n_exemplars,coda,temperature
wahm_086,ما مساحة  مدينة إربد؟,30 كيلو متر مربع,قديش مساحة مدينة إربد؟,كم تبلغ مساحة مدينة إربد؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_087,ما هي البطالة الإحتكاكية؟,"نوع من أنواع البطالة المؤقتة, نوع من أنواع البطالة المؤقتة (لفترة زمنية قصيرة)",شو هي البطالة الاحتكاكية؟,ما هي البطالة الاحتكاكية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_088,ما معنى اصطلاح اصطلاح الفاشيّة لغوياً؟,حزمة من الصولجانات كانت تُحمَل أمام الحكام في روما القديمة دليلًا على سلطاتهم,شو معنى اصطلاح اصطلاح الفاشية لغويا؟,ما معنى مصطلح الفاشية لغويًا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_089,من هم الأصوليين؟,اصطلاحٌ سياسي فكري مستحدث يشير إلى نظرة متكاملة للحياة بكافة جوانبها السياسية والاجتماعية والاقتصادية والثقافية نابعة عن قناعة متأصلة نابعة عن إيمانٍ بفكرةٍ أو منظومة قناعات، تكون في الغالب تصوراً  أو عقيدةٍ دينية,مين هني الأصوليين؟,من هم الأصوليون؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_090,ماهو الجرافيك ديزاين ؟,نهج إبداعي يقوم به مصمم أو مجموعة من المصممين بناء على طلب العميل أو الزبون ويتعاون على تنفيذ معطياته المادية مجموعة من المنتجين(عمال طباعة، مبرمجين، مخرجين، الخ) من أجل إيصال رسالة معينة (أو مجموعة رسائل) للجمهور المستهدف,شو هو الغرافيك ديزاين؟,ما هو التصميم الجرافيكي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_091,ما هي متلازمة كلاينفيلتر؟,"متلازمة توجد في الذكور الذين يمتلكون صبغ (خ) زائد في خلاياهم, متلازمة توجد في الذكور الذين يمتلكون صبغ (خ) زائد في خلاياهم، ليصبح العدد 44+XXY بدلا من 44+XY",شو هي متلازمة كلاينفيلتر؟,ما هي متلازمة كلاينفلتر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_092,كم مساحة البحرالميت؟,650 كم2,قديش مساحة البحر الميت؟,ما مساحة البحر الميت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_093,متى تم بناء جامع الزيتونة في تونس؟,698,إيمتى انبنى جامع الزيتونة بتونس؟,متى بُني جامع الزيتونة في تونس؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_094,من هو الفيلسوف أنطوني فلو؟,فيلسوف بريطاني، اشتهر بكتاباته في فلسفة الأديان,مين هو الفيلسوف أنطوني فلو؟,من هو الفيلسوف أنتوني فلو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_095,من هم الأنصار؟,أهل يثرب الذين ناصروا رسول الله في الإسلام محمد بن عبد الله,مين هن الأنصار؟,من هم الأنصار؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_096,متى تاسس الاتحاد الدولي لكرة القدم؟,21 مايو من العام 1904,إيمتى تأسس الاتحاد الدولي لكرة القدم؟,متى تأسس الاتحاد الدولي لكرة القدم؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_097,اين تقع مدينة الاسماعيلية؟,منتصف المسافة بين بورسعيد شمالا والسويس جنوبًا,وين بتقع مدينة الاسماعيلية؟,أين تقع مدينة الإسماعيلية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_098,أين ولد أبو عامر محمد بن أبي عامر؟,الجزيرة الخضراء,وين ولد أبو عامر محمد بن أبي عامر؟,أين وُلد أبو عامر محمد بن أبي عامر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_099,ما معنى اسم داوُود؟,"الحبيب, اسم علم شخصي عربي من أصل عبري، ويعتبر من الأسماء المنتشرة في العالم العربي نسباً لأنه اسم داود أحد الأنبياء في الإسلام والمسيحية واليهودية وألذي يعني الحبيب، ولهذا الاسم أشكال مختلفة في اللغات الأخرى مثل ديفيد وديف ودايفي وداودا",شو معنى اسم داوود؟,ما معنى اسم داوود؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_100,اين توجد منطقة الخفجي؟,شمال شرق المملكة العربية السعودية,وين موجودة منطقة الخفجي؟,أين تقع منطقة الخفجي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_101,متى أطلقت قناة كرتون نتورك؟,10 أكتوبر 2010,متى أطلقوا قناة كرتون نتورك؟,متى أُطلقت قناة كرتون نتورك؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_102,متى تولى محمد السادس الحكم في المغرب؟,ربيع الآخر سنة 1420 هـ,إيمتى استلم محمد السادس الحكم بالمغرب؟,متى تولى محمد السادس الحكم في المغرب؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_103,ماهو تعداد المسيحيين الأردنيين ؟,"174,000 إلى 390,000 نسمة, من 174,000 إلى 390,000",قديش عدد المسيحيين الأردنيين؟,كم عدد المسيحيين الأردنيين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_104,أين تقع مدينة قطيسفون؟,جنوب شرق بغداد,وين بتقع مدينة قطيسفون؟,أين تقع مدينة قطيسفون؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_105,ما هي الذاكرة العرضية؟,ذاكرة أحداث السيرة الذاتية,شو هي الذاكرة العرضية؟,ما هي الذاكرة العرضية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_106,أين تقع مديرية رغوان؟,وسط اليمن,وين بتقع مديرية رغوان؟,أين تقع مديرية رغوان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_107,أين ولد هندريك أنتون لورنتس ؟,أرنهيم بخيلدرلند بهولندا,وين انولد هندريك أنتون لورنتس؟,أين وُلِد هندريك أنتون لورنتس؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_108,من هو مخترع العجلات المطاطية التي تسير عليها السيارات؟,جون بويد دنلوب,مين اخترع العجلات المطاطية اللي بتمشي عليها السيارات؟,من اخترع العجلات المطاطية التي تسير عليها السيارات؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_109,اين يقع البحر الميت ؟,"أخدود وادي الأردن, في أخدود وادي الأردن ضمن الشق السوري الأفريقي",وين بيقع البحر الميت؟,أين يقع البحر الميت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_110,ما هي أطول فترات حكم فلاد الثالث؟,"دامت أطول فترات حكمه فيما بين عامي 1456 و1462 في أوج الحملات العثمانية للسيطرة على البلقان, بين عامي 1456 و1462",شو كانت أطول فترات حكم فلاد الثالث؟,ما كانت أطول فترة من فترات حكم فلاد الثالث؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_111,من هي نانسي ريغان؟,ممثلة سينمائية أمريكية وزوجة رونالد ريغان الرئيس الأربعين للولايات المتحدة الأمريكية، وسيّدة الولايات المتحدة الأولى لمدة ثمان سنوات، من 1981 وحتى 1989,مين هي نانسي ريغان؟,من هي نانسي ريغان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_112,متى انضم اللاعب كيفن دي بروين لمانشستر سيتي الانجليزي؟,2015,إمتى انضم اللاعب كيفن دي بروين لمانشستر سيتي الانجليزي؟,متى انضم اللاعب كيفن دي بروين إلى نادي مانشستر سيتي الإنجليزي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_113,من هو خليل كوت؟,"ضابط في الجيش العثماني وحاكم إقليمي, ضابط في الجيش العثماني وحاكم إقليمي، هو عم وزير الحرب العثماني خلال الحرب العالمية الأولى",مين هو خليل كوت؟,من هو خليل كوت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_114,متى صدر العدد الأول من المجلة تايم الأمريكية؟,3 مارس 1923,إمتى نزل أول عدد من مجلة تايم الأمريكية؟,متى صدر العدد الأول من مجلة تايم الأمريكية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_115,ما هو المذهب الحنفي؟,"ينسب هذا المذهب لأبي حنيفة النعمان (80هـ - 150هـ)، وهو مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة كالمذهب المالكي، والمذهب الشافعي، والمذهب الحنبلي, مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة",شو هو المذهب الحنفي؟,ما هو المذهب الحنفي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_116,من هو سيمون بوليفار؟,"عسكري وسياسي فنزويلي, عسكري وسياسي فنزويلي في فترة ما قبل الجمهورية القبطانية العامة لفنزويلا",مين هو سيمون بوليفار؟,من هو سيمون بوليفار؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_117,ماهى الرواية الفروسية ؟,جنس أدبي من الروايات المكتوبة بالنثر والتي ظهرت في إسبانيا والبرتغال في القرن السادس عشر ولاقت نجاحًا كبيرًا وشعبية واسعة,شو هي الرواية الفروسية؟,ما هي الرواية الفروسية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_118,متى توفي الإمام جعفر الصادق؟,مساء 25 شوال من سنة 148 هـ,إيمتى توفى الإمام جعفر الصادق؟,متى توفي الإمام جعفر الصادق؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_119,أين تقع مملكة بوتان؟,جنوب آسيا,وين بتقع مملكة بوتان؟,أين تقع مملكة بوتان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_120,كم عدد الأسنان في الإنسان ؟,32,قديش عدد الأسنان عند الإنسان؟,كم عدد الأسنان لدى الإنسان؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_121,متى تم إنشاء معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,إمتى انعملت معاهدة الحد من انتشار الأسلحة النووية؟,متى أُبرمت معاهدة الحد من انتشار الأسلحة النووية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_122,متى بدأت  الزخارف الإسلامية؟,836 م,متى بلشت الزخارف الإسلامية؟,متى بدأت الزخارف الإسلامية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_123,أين توفي أبو عبد الله سفيان بن سعيد بن مسروق؟,البصرة,وين توفي أبو عبد الله سفيان بن سعيد بن مسروق؟,أين تُوفّي أبو عبد الله سفيان بن سعيد بن مسروق؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_124,متى ولد مصطفى فخار بن حميدو بن علال ؟,مارس 1892م,إيمتى ولد مصطفى فخار بن حميدو بن علال؟,متى وُلد مصطفى فخار بن حميدو بن علال؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_125,في أي عام تولى عبد الفتاح السيسي الحكم في مصر؟,2014,بأي سنة استلم عبد الفتاح السيسي الحكم بمصر؟,في أي سنة تولى عبد الفتاح السيسي الحكم في مصر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_126,ما هي نسبة ملوحة البحر الميت؟,34%,قديش نسبة ملوحة البحر الميت؟,ما نسبة ملوحة البحر الميت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_127,في أي عام تأسست جامعة تورنتو؟,15 مارس 1827,بأي سنة تأسست جامعة تورنتو؟,في أي عام تأسست جامعة تورنتو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_128,أين إندلعت الثورة التونسية؟,سيدي بوزيد وولاية القصرين,وين اندلعت الثورة التونسية؟,أين اندلعت الثورة التونسية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_129,من القريق الفائز بكاس العالم 1998 ؟,فرنسا,مين الفريق اللي فاز بكأس العالم 1998؟,ما الفريق الذي فاز بكأس العالم عام 1998؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_130,ما هي تقنية النانو ؟,"العلم الذي يهتم بدراسة معالجة المادة على المقياس الذري والجزيئي, هي العلم الذي يهتم بدراسة معالجة المادة على المقياس الذري والجزيئي",شو هي تقنية النانو؟,ما هي تقنية النانو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_131,أين ولدت هيلينا بتروفنا بلافاتسكي؟,إقليم أيكانزينسلاف,وين ولدت هيلينا بتروفنا بلافاتسكي؟,أين وُلدت هيلينا بتروفنا بلافاتسكي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_132,ما هي دلتا النيل؟,"شمال مصر, دلتا تكونت في شمال مصر (الوجه البحري) حيث يتفرع النيل إلى فرعين يصبان في البحر المتوسط",شو هي دلتا النيل؟,ما هي دلتا النيل؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_133,أي عضو في الجسم مسؤول على نقل الأوكسيجين؟,جهاز التنفس,أي عضو بالجسم مسؤول عن نقل الأوكسيجين؟,أي عضو في الجسم مسؤول عن نقل الأكسجين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_134,اين توجد جزيرة بوكيت؟,جنوب تايلاند,وين موجودة جزيرة بوكيت؟,أين تقع جزيرة بوكيت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_135,ما أصل اللغة المجرية؟,"تنتمي المجرية إلى مجموعة اللغات الأوغرية، وهذه المجموعة تنتمي إلى عائلة اللغات الأورالية, لأوغرية",شو أصل اللغة المجرية؟,ما أصل اللغة المجرية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_136,ماذا تسمى الغدة التناسلية الأنثوية؟,المبيضان,شو بيسموا الغدة التناسلية الأنثوية؟,ماذا تُسمّى الغدة التناسلية الأنثوية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_137,ما هو العليق المقدس؟,"شجيرة معمرة  شائكة من فصيلة الوردية, شجيرة معمرة  شائكة من فصيلة الوردية، كثيفة الأوراق",شو هو العليق المقدس؟,ما هو العُلَّيق المقدس؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_138,كيف توفي راجيف راتنا غاندي ؟,اغتيل,كيف توفى راجيف راتنا غاندي؟,كيف توفي راجيف راتنا غاندي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_139,من هو الملك فرانكو الأول؟,"قائد عسكري تولى رئاسة إسبانيا من أكتوبر 1936 وحتى وفاته في سنة 1975، وصل إلى السلطة بعد الحرب الأهلية الإسبانية (1936 - 1939), قائد عسكري تولى رئاسة إسبانيا من أكتوبر 1936 وحتى وفاته في سنة 1975",مين هو الملك فرانكو الأول؟,من هو الملك فرانكو الأول؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_140,كم عدد الرؤساء الأميركيين الذين تخرجوا من جامعة هارفارد؟,سبع,قديش عدد الرؤساء الأميركيين اللي تخرجوا من جامعة هارفارد؟,كم عدد الرؤساء الأمريكيين الذين تخرجوا من جامعة هارفارد؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_141,من هو أميري بركة؟,"له العديد من المؤلفات في المسرح والشعر والدراما، والرواية، وعدد واسع من المقالات, له العديد من المؤلفات في المسرح والشعر والدراما، والرواية، وعدد واسع من المقالات. قام بالتدريس في عدد من الجامعات، من بينها جامعة نيويورك في بوفالو",مين هو أميري بركة؟,من هو أميري بركة؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_142,من هو خورخه فيديلا؟,الحاكم العسكري المطلق للأرجنتين من 1976 إلى 1981,مين هو خورخه فيديلا؟,من هو خورخي فيديلا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_143,أين تقع مدينة قوندر؟,إثيوبية,وين بتقع مدينة قوندر؟,أين تقع مدينة قوندر؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_144,ما هي اكبر جائزة في مسابقة الخيول؟,"كأس دبي العالمي, كأس دبي العالمي  لسباق الخيل",شو أكبر جائزة بمسابقة الخيول؟,ما أكبر جائزة في مسابقة الخيول؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_145,متى ولد شارل ديغول؟,1890,إيمتى انولد شارل ديغول؟,متى وُلد شارل ديغول؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_146,متى ولد  بدر الدين الزركشي؟,745 هـ,متى انولد بدر الدين الزركشي؟,متى وُلِد بدر الدين الزركشي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_147,ماهى الأدوية ؟,أية مادة تستعمل في تشخيص أو معالجة الأمراض التي تصيب الإنسان أو الحيوان، أو التي تفيد في تخفيف وطأتها أو الوقاية منها,شو هي الأدوية؟,ما هي الأدوية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_148,اين توجد مدينة الحبيلين؟,محافظة لحج,وين موجودة مدينة الحبيلين؟,أين تقع مدينة الحبيلين؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_149,ما هي السرطانة المشيمائية؟,ورم خبيث أرومي غاذي[1] ينشأ عادةً في المشيمة,شو هي السرطانة المشيمائية؟,ما هي السرطانة المشيمائية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_150,متى  تأسس  المسرح اليديشي؟,1876,إمتى تأسس المسرح اليديشي؟,متى تأسس المسرح اليديشي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_151,اين توجد مدينة بيشاور؟,"خیبر بختونخوا, باكستان",وين موجودة مدينة بيشاور؟,أين تقع مدينة بيشاور؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_152,متى نشبت معركة دوروستولون؟,971,إيمتى نشبت معركة دوروستولون؟,متى اندلعت معركة دوروستولون؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_153,كم استمر حكم السلطان عبد الحميد الثاني؟,ثلاثين سنة,قديش استمر حكم السلطان عبد الحميد الثاني؟,كم استمر حكم السلطان عبد الحميد الثاني؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_154,أين كانت منطقة مملكة كوش؟,"جنوب الشلال الأول والواوات على شماله في بلاد النوبة العليا والسفلى, بلاد النوبة العليا والسفلى",وين كانت منطقة مملكة كوش؟,أين كانت تقع منطقة مملكة كوش؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_155,"متى تاسس جهاز المخابرات الاسرائيلي ""الموساد""؟",13 ديسمبر 1949,"إمتى تأسس جهاز المخابرات الاسرائيلي ""الموساد""؟",متى تأسس جهاز المخابرات الإسرائيلي «الموساد»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_156,ما هي الترجمة اليونانية لكلمة البطريرك؟,الأب الرئيس,شو هي الترجمة اليونانية لكلمة البطريرك؟,ما هي الترجمة اليونانية لكلمة البطريرك؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_157,أين دفن إلوي ألفارو ؟,مقبرة عامة في كيتو,وين اندفن إلوي ألفارو؟,أين دُفن إلوي ألفارو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_158,متى إفتتحت جامعة أم القرى؟,1369 هـ,إمتى افتتحت جامعة أم القرى؟,متى افتُتحت جامعة أم القرى؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_159,كم دوري أنجليزي تحصل عليه نادي مانشستر يونايتد لكرة القدم؟,20,كم دوري إنجليزي أخد نادي مانشستر يونايتد لكرة القدم؟,كم لقبًا في الدوري الإنجليزي حقق نادي مانشستر يونايتد لكرة القدم؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_160,ماهى عاصمة آيرلندا الشمالية ؟,بلفاست,شو عاصمة آيرلندا الشمالية؟,ما عاصمة أيرلندا الشمالية؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_161,ما معنى اسم نهر ريو دي لا بلاتا ؟,نهر الفضة,شو معنى اسم نهر ريو دي لا بلاتا؟,ما معنى اسم نهر ريو دي لا بلاتا؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_162,أين تقع مدينة مروي؟,"شمال السودان, شمال السودان تقع علي الضفة الشرقية لنهر النيل",وين بتقع مدينة مروي؟,أين تقع مدينة مروي؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_163,متى عاش أبو عبد الله سفيان بن سعيد بن مسروق؟,97 هـ,إمتى عاش أبو عبد الله سفيان بن سعيد بن مسروق؟,متى عاش أبو عبد الله سفيان بن سعيد بن مسروق؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_164,ما هي مجموعة بلدربيرغ؟,"مؤتمر سنوي غير رسمي يحضره قرابة 100 إلى 150 من المدعوين، معظمهم من أكبر رجالات السياسة والأعمال والبنوك نفوذاً في العالم, مؤتمر سنوي غير رسمي يحضره قرابة 100 إلى 150 من المدعوين، معظمهم من أكبر رجالات السياسة والأعمال والبنوك نفوذاً في العالم. ويتم الحديث في المؤتمر خلف جدار من السرية الشديدة حول العديد من المواضيع العالمية والاقتصادية والعسكرية والسياسية",شو هي مجموعة بلدربيرغ؟,ما هي مجموعة بيلدربيرغ؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_165,ما هو بلد المنشأ لرياضة الجودو؟,اليابان,شو بلد المنشأ لرياضة الجودو؟,ما بلد منشأ رياضة الجودو؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_166,متى يوافق اليوم العالمي لحقوق الطفل؟,20 نوفمبر,إمتى بيصادف اليوم العالمي لحقوق الطفل؟,متى يصادف اليوم العالمي لحقوق الطفل؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_167,ما هو الجواد الاصيل؟,من سلالات الخيول الخفيفة في العالم وهي تابعة لمنطقة الشرق الأوسط,شو هو الجواد الأصيل؟,ما هو الجواد الأصيل؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_168,"متى صدر المسلسل الامريكي ""سترينجر ثينقز""؟",15 يوليو، 2016,"إيمتى نزل المسلسل الامريكي ""سترينجر ثينقز""؟",متى عُرض المسلسل الأمريكي «سترينجر ثينغز»؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_169,من هو دانييل بارينبويم؟,عازف بيانو، وقائد أوركسترا,مين هو دانييل بارينبويم؟,من هو دانييل بارينبويم؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_170,في أي عام أنشئت القائمة الحمراء للأنواع المهددة بالانقراض؟,1963,بأي سنة انعملت القائمة الحمراء للأنواع المهددة بالانقراض؟,في أي سنة أُنشئت القائمة الحمراء للأنواع المهددة بالانقراض؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
wahm_171,من هو مخترع الديناميت؟,ألفرد نوبل,مين اخترع الديناميت؟,من اخترع الديناميت؟,,gpt-5.6-sol,gpt-5.6-sol-2026-07-09,gpt-5.6-sol-2026-07-09,10,1,0.3
