qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_106,gulf,direct,jais,arabic_centric,وين تقع مديرية رغوان؟,وسط اليمن,تقع مديرية رغوان في محافظة صنعاء اليمنية.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:41+00:00,,0.000,hallucinated,
wahm_107,gulf,direct,jais,arabic_centric,وين انولد هندريك أنتون لورنتس؟,أرنهيم بخيلدرلند بهولندا,في مدينة خرونينغن,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:41+00:00,,0.000,hallucinated,
wahm_108,gulf,direct,jais,arabic_centric,من اللي اخترع العجلات المطاطية اللي تمشي عليها السيارات؟,جون بويد دنلوب,"العجلات المطاطية اللي بتمشي عليها العربيات اتخترعت بواسطة **John Lloyd Darro** في سنة 1845.

**خلفية تاريخية:**
قبل اختراع Darro، العربيات كانت بتستخدم عجلات خشبية، اللي كانت بتتعب بسرعة، خصوصاً في الطرق الوعرة. Darro، اللي كان صانع عجلات في الوقت ده، كان عنده فكرة تحسين العجلات الخشبية الموجودة.

**الاختراع:**
Darro طور طريقة لتصنيع عجلات مطاطية، باستخدام المطاط الطبيعي اللي كان متوفر في الوقت ده. العجلات المطاطية الجديدة دي كانت أقوى وأمتن بكتير من العجلات الخشبية، مما خلاها مثالية للاستخدام في العربيات.

**الأهمية والتأثير:**
اختراع Darro كان نقطة تحول في صناعة العربيات، لأنه وفر حل عملي وفعال لتحسين أداء العربيات وسهولة استخدامها. العجلات المطاطية اللي اخترعها بقت حجر الأساس في تصميم العربيات الحديثة، وساهمت بشكل كبير في تطور صناعة النقل.

**معلومات إضافية:**
- **اسم الشركة:** Darro Rubber Company، اللي أسسها John Lloyd Darro، كانت من أوائل الشركات اللي أنتجت وبيعت العجلات المطاطية المصنعة بكميات كبيرة.
- **التطورات اللاحقة:** مع إن اختراع Darro كان رائد، إلا إن تطوير المطاط الصناعي في أواخر القرن التاسع عشر وأوائل القرن العشرين أدى لتحسينات أكبر في أداء ومتانة العجلات المطاطية، مما أدى لتطورات مستمرة في تكنولوجيا العجلات.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:44+00:00,,0.000,hallucinated,
wahm_109,gulf,direct,jais,arabic_centric,وين يقع البحر الميت؟,"أخدود وادي الأردن, في أخدود وادي الأردن ضمن الشق السوري الأفريقي",يقع البحر الميت في الأردن وفلسطين، وهو أخفض نقطة على سطح الأرض، حيث يقع على عمق حوالي 430 مترًا تحت مستوى سطح البحر. يتميز البحر الميت بملوحته العالية، مما يجعله غير صالح للحياة البحرية، ولكنه يشتهر بخصائصه العلاجية والتجميلية.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:45+00:00,,0.333,defer,
wahm_110,gulf,direct,jais,arabic_centric,وش أطول فترات حكم فلاد الثالث؟,"دامت أطول فترات حكمه فيما بين عامي 1456 و1462 في أوج الحملات العثمانية للسيطرة على البلقان, بين عامي 1456 و1462","أطول فترة حكم لفلاد الثالث (فلاد المخوزق) كانت **عامين وسبعة أشهر**، وذلك من:

*   **1447** إلى **1459**

**خلفية:**
فلاد الثالث، المعروف أيضًا بفلاد المخوزق، كان أميرًا رومانيًا (من إمارة ولاخ) وقائدًا عسكريًا بارزًا في أواخر القرن الخامس عشر. اشتهر بقسوته الشديدة في الحكم، واستخدامه للتعذيب والإعدام، خاصةً عن طريق الخازوق، لإرهاب أعدائه والحفاظ على سلطته.

**لماذا كانت هذه الفترة هي الأطول؟**
*   **فترة حكم فعلي:** على الرغم من أن فلاد توفي في عام 1456، إلا أن فترة حكمه الفعلي كانت طويلة نسبيًا، حيث استمر في ممارسة السلطة الفعلية حتى وفاته.
*   **الصراعات المستمرة:** كانت فترة حكمه مليئة بالصراعات الداخلية والخارجية، مما استلزم قيادة مستمرة وإدارة فعالة.
*   **السيطرة على الأراضي:** تمكن فلاد من توسيع نفوذ إمارة ولاخ والسيطرة على مناطق واسعة، مما تطلب منه إدارة هذه الأراضي لفترات طويلة.

**ملاحظة:** بعد وفاة فلاد، تولى ابنه، الذي يُعرف أيضًا باسم فلاد الرابع، الحكم لفترة قصيرة جدًا (من 1459 إلى 1462)، ثم سقطت إمارة ولاخ في أيدي العثمانيين.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:48+00:00,,0.500,defer,
wahm_111,gulf,direct,jais,arabic_centric,منو نانسي ريغان؟,ممثلة سينمائية أمريكية وزوجة رونالد ريغان الرئيس الأربعين للولايات المتحدة الأمريكية، وسيّدة الولايات المتحدة الأولى لمدة ثمان سنوات، من 1981 وحتى 1989,"نانسي ريغان كانت مرات الرئيس الأمريكي الأربعين رونالد ريغان، وكانت السيدة الأولى للولايات المتحدة من 1981 حتى 1989. كانت شخصية مؤثرة في الحياة السياسية والاجتماعية في أمريكا، وكانت معروفة بدعمها القوي لحقوق الإنسان، ومناهضتها للمخدرات، وتشجيعها لبرامج الصحة النفسية. ريغان كانت كمان ممثلة سابقة، واشتهرت بدورها في المسلسل التلفزيوني ""بيتون بليس"".",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:49+00:00,,1.000,clean,
wahm_112,gulf,direct,jais,arabic_centric,متى انضم اللاعب كيفن دي بروين لمانشستر سيتي الإنجليزي؟,2015,في 30 أغسطس 2015,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:49+00:00,,1.000,clean,
wahm_113,gulf,direct,jais,arabic_centric,منو خليل كوت؟,"ضابط في الجيش العثماني وحاكم إقليمي, ضابط في الجيش العثماني وحاكم إقليمي، هو عم وزير الحرب العثماني خلال الحرب العالمية الأولى",لاعب كرة قدم,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:49+00:00,,0.000,hallucinated,
wahm_114,gulf,direct,jais,arabic_centric,متى نزل أول عدد من مجلة تايم الأمريكية؟,3 مارس 1923,في 3 مارس 1923,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:49+00:00,,1.000,clean,
wahm_115,gulf,direct,jais,arabic_centric,وش هو المذهب الحنفي؟,"ينسب هذا المذهب لأبي حنيفة النعمان (80هـ - 150هـ)، وهو مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة كالمذهب المالكي، والمذهب الشافعي، والمذهب الحنبلي, مذهب فقهي من المذاهب الفقهية الأربعة المشهورة عند أهل السنة والجماعة","المذهب الحنفي هو مذهب من مذاهب الفقه الإسلامي، وهو أحد المذاهب الأربعة المشهورة: الحنفي، المالكي، الشافعي، الحنبلي.

**أبرز سماته:**

*   **الاعتماد على العقل والاجتهاد:** يُعرف المذهب الحنفي بتركيزه على العقل والاجتهاد في استنباط الأحكام الشرعية، مما يجعله مرنًا وقادرًا على التكيف مع الظروف المتغيرة.
*   **الاستحسان:** يُعد الاستحسان (وهو تفضيل حكم على آخر لمصلحة أو عرف) من أبرز أدوات المذهب الحنفي، حيث يسمح للمجتهد باختيار الرأي الأنسب في حالات معينة.
*   **القياس:** يعتمد المذهب الحنفي بشكل كبير على القياس (تشبيه حكم غير منصوص عليه بحكم منصوص عليه لوجود علة مشتركة بينهما).
*   **الرأي والمصالح:** يولي المذهب الحنفي أهمية كبيرة للرأي (الاستدلال العقلي) والمصالح المرسلة (المصالح التي لم يرد نص شرعي خاص بها، ولكنها تحقق مصلحة عامة).
*   **المرونة والواقعية:** يتميز المذهب الحنفي بمرونته وقدرته على التعامل مع القضايا المستجدة، مما جعله ينتشر في مناطق واسعة من العالم الإسلامي، خاصة في آسيا الوسطى وشبه القارة الهندية.

**المؤسس:**
المؤسس الرئيسي للمذهب الحنفي هو الإمام **أبو حنيفة النعمان بن ثابت الكوفي** (ت. 150 هـ / 767 م)، وهو فقيه وعالم دين بارز، اشتهر بفقهه العميق وقدرته على استنباط الأحكام الشرعية.

**أبرز أعلام المذهب:**
*   **الإمام أبو حنيفة:** المؤسس.
*   **الإمام أبو يوسف:** قاضي القضاة، ساهم في تطوير المذهب ونشره.
*   **الإمام محمد بن الحسن الشيباني:** من أبرز تلاميذ أبي حنيفة، قام بتدوين المذهب ونشره.
*   **الإمام أبو بكر الرازي:** فقيه ومحدث، له إسهامات كبيرة في المذهب.
*   **الإمام البخاري:** صاحب ""صحيح البخاري""، وهو من كبار فقهاء الحنفية.
*   **الإمام السرخسي:** من كبار فقهاء المذهب، صاحب ""المبسوط"".

**انتشاره:**
ينتشر المذهب الحنفي بشكل واسع في:
*   **تركيا:** حيث هو المذهب الرسمي للدولة.
*   **دول آسيا الوسطى:** مثل أوزبكستان، كازاخستان، طاجيكستان، قرغيزستان، تركمانستان.
*   **باكستان:** حيث يشكل النسبة الأكبر من السكان.
*   **الهند:** خاصة في مناطق مثل بنغلاديش، باكستان، وأجزاء من ولاية أوتار براديش.
*   **إندونيسيا:** حيث يشكل نسبة كبيرة من المسلمين.

**أهمية المذهب:**
للمذهب الحنفي أهمية تاريخية وفكرية كبيرة، فقد ساهم في إثراء الفقه الإسلامي، وفتح آفاقًا جديدة للاجتهاد، وأثر في تطور العلوم الشرعية الأخرى.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:54+00:00,,1.000,clean,
wahm_116,gulf,direct,jais,arabic_centric,منو سيمون بوليفار؟,"عسكري وسياسي فنزويلي, عسكري وسياسي فنزويلي في فترة ما قبل الجمهورية القبطانية العامة لفنزويلا","سيمون بوليفار (أو ""سيمون بوليفار"") هو شخصية تاريخية بارزة في أمريكا اللاتينية، ولد في فنزويلا عام 1783 وتوفي في كولومبيا عام 1830. كان قائدًا عسكريًا وسياسيًا، وقاد حركات الاستقلال في عدة دول في أمريكا الجنوبية، بما في ذلك فنزويلا وكولومبيا وبيرو والإكوادور وبوليفيا.

ولد بوليفار في عائلة ثرية، وتلقى تعليمًا جيدًا، مما ساعده على تطوير مهاراته القيادية والعسكرية. بدأ حياته السياسية في فنزويلا، حيث قاد حركة الاستقلال ضد الحكم الإسباني.

بعد نجاح الثورة في فنزويلا، انتقل بوليفار إلى كولومبيا، حيث قاد حركة الاستقلال ضد الحكم الإسباني في تلك المنطقة. في عام 1824، أعلن بوليفار استقلال كولومبيا، وأصبح أول رئيس لها.

في عام 1825، قاد بوليفار حملة عسكرية ناجحة لتحرير بيرو من الحكم الإسباني، وأسس جمهورية بيرو المستقلة. بعد ذلك، واصل جهوده لتحرير باقي دول أمريكا الجنوبية، بما في ذلك الإكوادور وبوليفيا.

تُعد شخصية سيمون بوليفار رمزًا للحرية والاستقلال في أمريكا اللاتينية، ويُحتفى به كبطل قومي في العديد من دول المنطقة.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:25:57+00:00,,0.182,defer,
wahm_117,gulf,direct,jais,arabic_centric,وش هي الرواية الفروسية؟,جنس أدبي من الروايات المكتوبة بالنثر والتي ظهرت في إسبانيا والبرتغال في القرن السادس عشر ولاقت نجاحًا كبيرًا وشعبية واسعة,"الرواية الفروسية هي نوع من الأدب الخيالي الذي نشأ في أوروبا في العصور الوسطى. تتميز هذه الروايات بوجود شخصيات فروسية، مثل الفرسان، الذين يتبعون مدونة سلوك أخلاقية صارمة، وغالبًا ما تكون مليئة بالمغامرات، والمعارك، والحب، والخيانة، والتضحية.

**السمات الرئيسية للرواية الفروسية:**

*   **الشخصيات الفروسية:** الأبطال هم فرسان، يتبعون مدونة سلوك الفروسية، والتي تشمل الشجاعة، والشرف، والولاء، والكرم، والدفاع عن الضعفاء.
*   **المدونة الأخلاقية:** تركز الروايات على قيم الفروسية، مثل الشجاعة، والشرف، والولاء، والكرم، والدفاع عن الضعفاء، والعدالة.
*   **المغامرات:** تتضمن الروايات غالبًا مغامرات مثيرة، مثل المعارك، والرحلات، والبحث عن الكنوز، والمواجهات مع الأعداء.
*   **الحب:** غالبًا ما تتضمن الروايات قصص حب رومانسية، غالبًا ما تكون مأساوية، بين الفرسان أو بين الفرسان والأميرات.
*   **الخيانة والتضحية:** غالبًا ما تتضمن الروايات الخيانة، سواء من قبل الأصدقاء أو من قبل الأعداء، والتضحية من أجل الخير الأكبر أو من أجل الحب.
*   **الخيال:** غالبًا ما تتضمن الروايات عناصر خيالية، مثل السحر، والوحوش، والأساطير، والأحداث الخارقة للطبيعة.

**أمثلة على روايات فروسية شهيرة:**

*   **""أرتور"" (Arthur):** سلسلة من القصص التي تصور الملك أرتور وفرسان المائدة المستديرة، مثل ""أرتور وسالومون"" و ""أرتور وسالومون"".
*   **""سير غاوين والفارس الأخضر"" (Sir Gawain and the Green Knight):** قصيدة ملحمية من العصور الوسطى تحكي قصة السير غاوين، أحد فرسان المائدة المستديرة، الذي يواجه الفارس الأخضر في تحدٍ.
*   **""دون كيخوته"" (Don Quixote):** على الرغم من أنها ليست رواية فروسية بالمعنى التقليدي، إلا أنها تعتبر من أهم الأعمال التي أثرت في هذا النوع، حيث تصور فارسًا نبيلًا يسعى لتحقيق المثل العليا، حتى لو كانت هذه المثل غير واقعية.

**أهمية الرواية الفروسية:**

*   **تثبيت القيم:** ساهمت في نشر وتثبيت قيم الفروسية والأخلاق النبيلة في المجتمع.
*   **التأثير الثقافي:** أثرت بشكل كبير على الأدب والفن والموسيقى في العصور الوسطى وما بعدها.
*   **الهروب من الواقع:** قدمت للقراء هروبًا من قسوة الحياة اليومية، من خلال قصص المغامرات والبطولات.

باختصار، الرواية الفروسية هي نوع أدبي غني بالقيم الأخلاقية، والمغامرات، وقصص الحب، والشخصيات البطولية، وقد تركت بصمة لا تُمحى على الثقافة الغربية.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:02+00:00,,0.263,defer,
wahm_118,gulf,direct,jais,arabic_centric,متى توفى الإمام جعفر الصادق؟,مساء 25 شوال من سنة 148 هـ,عام 148 هـ,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:02+00:00,,0.286,defer,
wahm_119,gulf,direct,jais,arabic_centric,وين تقع مملكة بوتان؟,جنوب آسيا,تقع مملكة بوتان في جنوب قارة آسيا، وتحدها من الشمال الصين، ومن الشرق والجنوب والغرب الهند.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:03+00:00,,1.000,clean,
wahm_120,gulf,direct,jais,arabic_centric,كم سن عند الإنسان؟,32,"يختلف عدد الأسنان عند الإنسان حسب العمر والجنس، ولكن بشكل عام، يمتلك الإنسان البالغ أسنانًا دائمة، بما في ذلك:

*   **الأضراس (Molars):** 3 أضراس في كل ربع من الفك العلوي والسفلي، ليصبح المجموع 12 ضرسًا.
*   **الأنياب (Canines):** 2 أنياب في كل ربع من الفك العلوي والسفلي، ليصبح المجموع 4 أنياب.
*   **القواطع (Incisors):** 8 قواطع (4 في الفك العلوي و 4 في الفك السفلي)، 2 في كل جانب من الأسنان الأمامية.

**ملاحظات إضافية:**

*   **الأطفال:** يمتلك الأطفال عددًا أقل من الأسنان، حيث تظهر الأسنان اللبنية (الأسنان المؤقتة) أولاً، ثم تستبدل بالأسنان الدائمة.
*   **الأسنان الدائمة:** تبدأ في الظهور عادةً بين سن 6 و 12 عامًا، وتكتمل عملية استبدال الأسنان اللبنية بالدائمة في مرحلة المراهقة.
*   **الأسنان الإضافية:** قد يولد بعض الأشخاص بأسنان إضافية، أو قد تنمو أسنان أخرى لاحقًا في الحياة، خاصةً في الفك العلوي.
*   **الأسنان المفقودة:** قد يفقد بعض الأشخاص أسنانًا دائمة بسبب التسوس، الإصابة، أو أمراض اللثة، وقد يتم تعويضها بزراعة الأسنان أو تركيبات الأسنان.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.000,hallucinated,
wahm_121,gulf,direct,jais,arabic_centric,متى انعملت معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,انعملت معاهدة الحد من انتشار الأسلحة النووية (NPT) في 24 يوليو 1968، ودخلت حيز التنفيذ في 5 مارس 1970.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.667,defer,
wahm_122,gulf,direct,jais,arabic_centric,متى بدت الزخارف الإسلامية؟,836 م,في القرن السابع الميلادي,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.000,hallucinated,
wahm_123,gulf,direct,jais,arabic_centric,وين توفى أبو عبد الله سفيان بن سعيد بن مسروق؟,البصرة,الكوفة,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.000,hallucinated,
wahm_124,gulf,direct,jais,arabic_centric,متى انولد مصطفى فخار بن حميدو بن علال؟,مارس 1892م,15 ديسمبر 1920,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.000,hallucinated,
wahm_125,gulf,direct,jais,arabic_centric,في أي سنة مسك عبد الفتاح السيسي الحكم في مصر؟,2014,2014,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,1.000,clean,
wahm_126,gulf,direct,jais,arabic_centric,كم نسبة ملوحة البحر الميت؟,34%,نسبة ملوحة البحر الميت هي ملوحة لكل لتر,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.000,hallucinated,
wahm_127,gulf,direct,jais,arabic_centric,في أي عام تأسست جامعة تورنتو؟,15 مارس 1827,تأسست جامعة تورنتو في عام **1827**.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:07+00:00,,0.333,defer,
wahm_128,gulf,direct,jais,arabic_centric,وين اندلعت الثورة التونسية؟,سيدي بوزيد وولاية القصرين,اندلعت الثورة التونسية في مدينة سيدي بوزيد.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:07+00:00,,0.500,defer,
wahm_129,gulf,direct,jais,arabic_centric,من الفريق اللي فاز بكأس العالم 1998؟,فرنسا,منتخب فرنسا لكرة القدم,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:07+00:00,,1.000,clean,
wahm_130,gulf,direct,jais,arabic_centric,وش هي تقنية النانو؟,"العلم الذي يهتم بدراسة معالجة المادة على المقياس الذري والجزيئي, هي العلم الذي يهتم بدراسة معالجة المادة على المقياس الذري والجزيئي","تقنية النانو هي علم يعنى بدراسة ومعالجة المواد على المستوى الذري والجزيئي، أي التعامل مع المواد بأبعاد تتراوح بين 1 إلى 100 نانومتر (النانومتر هو جزء من المليار من المتر).

**لماذا تقنية النانو مهمة؟**

*   **تحسين الخصائص:** يمكن لتقنية النانو أن تجعل المواد أقوى، أخف، أكثر مرونة، وأكثر كفاءة في توصيل الكهرباء أو الحرارة.
*   **تطبيقات واسعة:** تستخدم في مجالات متنوعة مثل:
    *   **الطب:** توصيل الأدوية بشكل مستهدف، تطوير أجهزة استشعار دقيقة.
    *   **الطاقة:** تحسين كفاءة الخلايا الشمسية، تطوير بطاريات أفضل.
    *   **الإلكترونيات:** صناعة أجهزة كمبيوتر وهواتف أكثر قوة وأصغر حجمًا.
    *   **المواد:** إنتاج مواد جديدة ذات خصائص فريدة (مثل مواد ذاتية التنظيف أو مقاومة للبكتيريا).

**كيف تعمل تقنية النانو؟**

تعتمد تقنية النانو على فهم دقيق لخصائص المواد على المستوى الذري والجزيئي. هذا الفهم يسمح للعلماء بـ:

*   **تعديل البنية:** تغيير شكل وتركيب المادة على المستوى النانوي.
*   **تحسين التفاعلات:** استغلال التفاعلات الكيميائية والفيزيائية الفريدة التي تحدث على هذا المستوى.
*   **تطوير مواد جديدة:** إنشاء مواد لم تكن موجودة من قبل، أو مواد ذات خصائص محسنة بشكل كبير.

**مثال بسيط:**

تخيل أنك تريد بناء جدار قوي جدًا. في الهندسة التقليدية، قد تستخدم كتلًا كبيرة من الطوب. لكن باستخدام تقنية النانو، يمكنك استخدام ""أنابيب نانوية كربونية"" (Carbon Nanotubes) - وهي هياكل نانوية صغيرة جدًا - لإنشاء جدار أقوى بكثير بنفس الحجم، وذلك بسبب قدرتها الفائقة على تحمل الضغط.

باختصار، تقنية النانو هي علم وهندسة المواد على المستوى الذري والجزيئي، وتهدف إلى استغلال هذه الخصائص الفريدة لإنشاء منتجات وتطبيقات مبتكرة.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:11+00:00,,0.636,defer,
wahm_131,gulf,direct,jais,arabic_centric,وين انولدت هيلينا بتروفنا بلافاتسكي؟,إقليم أيكانزينسلاف,"هيلينا بتروفنا بلافاتسكي اتولدت في مدينة ""بطرسبرج"" اللي دلوقتي اسمها ""سانت بطرسبرغ"" في روسيا.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:11+00:00,,0.000,hallucinated,
wahm_132,gulf,direct,jais,arabic_centric,وش هي دلتا النيل؟,"شمال مصر, دلتا تكونت في شمال مصر (الوجه البحري) حيث يتفرع النيل إلى فرعين يصبان في البحر المتوسط","دلتا النيل هي منطقة خصبة في مصر، بتتكون من تفرع نهر النيل عند مصبه في البحر المتوسط. الدلتا دي بتشكل مثلث من الأراضي المنخفضة، وبتعتبر من أكتر المناطق خصوبة في مصر، وبتدعم مجموعة كبيرة من النباتات والحيوانات.

**الخصائص الرئيسية لدلتا النيل:**

1.  **التكوين الجغرافي:** الدلتا عبارة عن سهل فيضي واسع، اتكون على مدى آلاف السنين من الرواسب الطينية اللي بيجيبها نهر النيل. النهر بيقسم نفسه لجزئين رئيسيين: فرع رشيد في الشمال وفرع دمياط في الجنوب، وكل فرع بيتفرع لجزئين تانيين، مما بيخلق شبكة معقدة من القنوات والترع.

2.  **الخصوبة:** التربة في الدلتا غنية جداً بالمواد العضوية والمعادن، اللي جاية من رواسب النيل، مما بيخليها من أكتر الأراضي خصوبة في مصر. ده بيخليها مثالية للزراعة، خصوصاً زراعة الأرز والقمح وقصب السكر والخضروات.

3.  **الأهمية الاقتصادية:** الدلتا بتلعب دور حيوي في الاقتصاد المصري، حيث إن الزراعة فيها بتوفر الغذاء لجزء كبير من السكان وبتدعم صناعات زي صناعة السكر والمنسوجات.

4.  **التنوع البيولوجي:** المنطقة فيها تنوع كبير من النباتات والحيوانات، بما في ذلك أنواع كتير من الطيور المهاجرة والبرمائيات والحشرات، اللي بتعتمد على البيئة المائية والبرية الفريدة في الدلتا.

5.  **التحديات البيئية:** الدلتا بتواجه تحديات بيئية كبيرة، منها:
    *   **الزحف الساحلي:** ارتفاع مستوى سطح البحر وزيادة التعرية ممكن يؤدي لتآكل الشواطئ والأراضي الزراعية المنخفضة.
    *   **نقص المياه العذبة:** الطلب المتزايد على المياه للزراعة والاستخدامات الحضرية والصناعية ممكن يضغط على موارد المياه العذبة المحدودة.
    *   **التلوث:** تصريف المخلفات الصناعية والزراعية ومياه الصرف الصحي في النيل ممكن يلوث المياه والتربة، مما يؤثر على صحة النظام البيئي.
    *   **التغير المناخي:** التغيرات في أنماط هطول الأمطار وارتفاع درجات الحرارة ممكن تأثر على الزراعة والموارد المائية.

دلتا النيل منطقة فريدة ومهمة جداً، وبتمثل نقطة التقاء بين الجغرافيا والتاريخ والزراعة، وبتلعب دور محوري في حياة ملايين الناس في مصر.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:15+00:00,,0.533,defer,
wahm_133,gulf,direct,jais,arabic_centric,وش العضو في الجسم اللي مسؤول عن نقل الأوكسيجين؟,جهاز التنفس,الرئتين,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:15+00:00,,0.000,hallucinated,
wahm_134,gulf,direct,jais,arabic_centric,وين موجودة جزيرة بوكيت؟,جنوب تايلاند,تايلاند,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:16+00:00,,0.500,defer,
wahm_135,gulf,direct,jais,arabic_centric,وش أصل اللغة المجرية؟,"تنتمي المجرية إلى مجموعة اللغات الأوغرية، وهذه المجموعة تنتمي إلى عائلة اللغات الأورالية, لأوغرية",هي لغة فينية أو مجموعة لغوية، تنتمي إلى عائلة اللغات الأوغرية، وهي فرع من عائلة اللغات التركية-الفينية.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:16+00:00,,0.833,defer,
wahm_136,gulf,direct,jais,arabic_centric,وش تسمى الغدة التناسلية الأنثوية؟,المبيضان,وش تسمى الغدة التناسلية الأنثوية,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:16+00:00,,0.000,hallucinated,
wahm_137,gulf,direct,jais,arabic_centric,وش هو العليق المقدس؟,"شجيرة معمرة  شائكة من فصيلة الوردية, شجيرة معمرة  شائكة من فصيلة الوردية، كثيفة الأوراق","العليق المقدس هو نوع من النباتات يتبع فصيلة التوتيات. يُعرف علمياً باسم Morus sancta (أو Morus nigra في بعض التصنيفات). يتميز هذا النبات بأوراقه الكبيرة اللامعة، وثماره الصغيرة التي تكون إما سوداء أو حمراء داكنة، وتكون ذات طعم حلو.

**الخصائص الرئيسية للعليق المقدس:**

*   **الهيكل:** نبات شجيري أو شجيرة صغيرة، يصل ارتفاعه إلى حوالي 2-3 أمتار.
*   **الأوراق:** أوراق كبيرة، بيضاوية الشكل، ذات لون أخضر داكن ولامع، مما يمنحها مظهراً جذاباً.
*   **الثمار:** ثمار صغيرة، كروية أو بيضاوية الشكل، تتراوح ألوانها بين الأسود الداكن والأحمر الداكن، وتكون ذات طعم حلو.
*   **الانتشار:** ينمو بشكل طبيعي في مناطق البحر الأبيض المتوسط، بما في ذلك تركيا واليونان وشمال أفريقيا.
*   **الاستخدامات:** يُستخدم في صناعة المشروبات، مثل نبيذ العليق (Rosé)، كما يُستخدم في صناعة المربى والعصائر، وله قيمة غذائية عالية بفضل محتواه من الفيتامينات والمعادن.

**ملاحظات إضافية:**

*   **التمييز عن أنواع العليق الأخرى:** يجب التمييز بين العليق المقدس وأنواع العليق الأخرى (مثل العليق الأسود أو العليق الأحمر)، حيث تختلف في خصائصها الشكلية والثمرية.
*   **القيمة الثقافية:** يُعتبر العليق المقدس جزءاً من التراث الزراعي والثقافي في المناطق التي ينمو فيها، ويُستخدم في العديد من الطقوس والممارسات التقليدية.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:19+00:00,,0.500,defer,
