qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error
wahm_220,msa,direct,fanar,arabic_centric,متى بدأت الأزمة الإقتصادية باليونان؟,أبريل 2010,"بدأت الأزمة الاقتصادية في اليونان بشكل حاد في عام 2009، ولكن جذورها تعود إلى فترة أطول. في عام 2009، أعلنت الحكومة اليونانية عن عجز مالي أكبر بكثير مما تم الإبلاغ عنه سابقًا، مما أدى إلى فقدان الثقة في الاقتصاد اليوناني. هذا أدى إلى ارتفاع أسعار الفائدة على الديون اليونانية، مما زاد من عبء الديون وبدأ دورة من الركود الاقتصادي، التخفيضات الحكومية، وزيادة البطالة.

ومع ذلك، يمكن تتبع بعض العوامل التي ساهمت في الأزمة إلى التسعينيات، عندما بدأت اليونان في الانضمام إلى الاتحاد الأوروبي واليورو، مما أدى إلى زيادة الإنفاق الحكومي والديون. بالإضافة إلى ذلك، كانت هناك مشاكل هيكلية في الاقتصاد اليوناني، مثل عدم كفاءة السوق، والفساد، والتهرب الضريبي، التي ساهمت في الأزمة.

لذا، بينما يمكن اعتبار عام 2009 نقطة تحول حاسمة، فإن الأزمة الاقتصادية في اليونان كانت عملية طويلة الأمد بدأت في وقت سابق.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_221,msa,direct,fanar,arabic_centric,ما هي نظرية التشغيل الذاتي؟,نظرية تهتم بتعريف ودراسة خواص الآلات الحاسوبية المجرّدة,"نظرية التشغيل الذاتي، والتي تُعرف أيضًا بـ ""Self-Organization""، هي مفهوم في العلوم والرياضيات والفيزياء والعلوم الاجتماعية يشير إلى ظاهرة تطور الأنظمة المعقدة من خلال التفاعلات المحلية بين أجزائها دون توجيه خارجي مباشر. هذه الأنظمة قد تتطور إلى أنماط معقدة أو هياكل ذاتية التنظيم، مثل النموذج الذي نراه في تكوين النجوم، أو تشكيل الأنسجة الحية، أو حتى ظهور القواعد الاجتماعية في المجتمعات البشرية.

في سياق الذكاء الاصطناعي، يمكن اعتبار نظرية التشغيل الذاتي كطريقة لتعلم الآلات أو الروبوتات كيفية تنظيم أنفسهم وتعديل سلوكهم بناءً على البيئة المحيطة بهم دون الحاجة إلى برمجة صريحة. هذا يشمل القدرة على التعلم من التجارب، التكيف مع التغييرات، والتعاون مع الأنظمة الأخرى لتحقيق أهداف مشتركة.

ومع ذلك، يجب ملاحظة أن ""نظرية التشغيل الذاتي"" ليست نظرية علمية واحدة محددة، بل هي مفهوم يستخدم في مجالات متعددة ويمكن تفسيره بطرق مختلفة بناءً على السياق.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_222,msa,direct,fanar,arabic_centric,أين تقع مدينة بافيا؟,"شمال إيطاليا في إقليم لومبارديا, إقليم لومبارديا",تقع مدينة بافيا في منطقة لومبارديا في شمال إيطاليا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_223,msa,direct,fanar,arabic_centric,متى يحتفل المسيحيين بعيد رأس السنة؟,24 ديسمبر ونهار 25 ديسمبر,"يحتفل المسيحيون بعيد رأس السنة الميلادية في الأول من يناير، وهو تاريخ مختلف عن عيد الفصح الذي يختلف تاريخه كل عام حسب التقويم الغريغوري. ومع ذلك، يجب التنويه إلى أن الاحتفال برأس السنة ليس تقليداً دينيًا مسيحيًا، بل هو تقليد عالمي يحييه العديد من الثقافات والأديان. لكن، من المهم ملاحظة أن بعض الكنائس المسيحية قد تحتفل بـ ""رأس السنة الكنسية"" في 1 سبتمبر، وهو تاريخ بداية السنة الكنسية في التقويم الغريغوري. لكن هذا الاحتفال ليس شائعًا مثل الاحتفال برأس السنة في الأول من يناير.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_224,msa,direct,fanar,arabic_centric,متى صدر اول جهاز العاب فيدبو من شركة سوني ؟,3 ديسمبر عام 1994,"صدر أول جهاز ألعاب فيديو من شركة سوني في عام 1994، وهو بلاي ستيشن (PlayStation). لكن يُرجى ملاحظة أن سوني كانت قد دخلت سوق الألعاب الفيديو سابقاً من خلال جهاز ""بلاي ستيشن 1"" الذي تم إطلاقه في اليابان في ديسمبر 1994، ثم في أمريكا الشمالية في سبتمبر 1995، وأخيراً في أوروبا في سبتمبر 1995.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_225,msa,direct,fanar,arabic_centric,متى ولد ألبرت أينشتاين؟,"(14 مارس 1879, 14 مارس 1879",ألبرت أينشتاين وُلد في الثالث عشر من مارس عام 1879.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_226,msa,direct,fanar,arabic_centric,من أين تبث قناة المستقّلة؟,أطلانطيك بيرد في نفس مدار نايل سات. كانت القناة وحتى العام 2012 تبث عبر القمرين الصناعيين عرب سات، هوت بيرد,قناة المستقلة هي قناة تلفزيونية بريطانية، وتبث من لندن، المملكة المتحدة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_227,msa,direct,fanar,arabic_centric,ما هي حرب الخنادق؟,شكل من أشكال الحرب يأخذ المقاتلون مواقع محصّنة وتكون خطوط القتال جامدة وممتده كالخنادق لذلك سميت بحرب الخنادق,"حرب الخنادق، والمعروفة أيضًا باسم حرب المخابئ، هي نوع من الحرب التي يتم فيها حفر خنادق أو تحصينات أخرى لتوفير الحماية من نيران العدو. كانت هذه الاستراتيجية شائعة بشكل خاص خلال الحرب العالمية الأولى، حيث أدت التكنولوجيا المتقدمة للأسلحة مثل البنادق الآلية والمدافع الرشاشة إلى جعل الهجمات المباشرة مكلفة للغاية. أدى ذلك إلى فترة طويلة من القتال المتوقف، حيث كانت القوات تتحصن في الخنادق، مما أدى إلى ما يعرف بـ ""الجمود"".",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_228,msa,direct,fanar,arabic_centric,ما هي الأصول غير الملموسة؟,أحد العوامل المساهمة في تحديد التفاوت بين قيمة الشركة حسب السجلات المحاسبية الخاصة بها وقيمة الشركة حسب قيمتها السوقية,الأصول غير الملموسة هي أصول لا يمكن رؤيتها أو لمسها بشكل مادي، ولكنها لها قيمة اقتصادية للشركة. تشمل الأمثلة على الأصول غير الملموسة العلامات التجارية، براءات الاختراع، حقوق الطبع والنشر، الملكية الفكرية، سمعة الشركة، والمهارات والخبرات المهنية للموظفين. هذه الأصول لا تظهر عادةً في قائمة الأصول المادية للشركة ولكنها تساهم بشكل كبير في قيمتها السوقية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_229,msa,direct,fanar,arabic_centric,متى تمّ إحتلال سوريا من قبل فرنسا؟,1922,تم احتلال سوريا من قبل فرنسا في عام 1920، بعد الحرب العالمية الأولى، عندما أعلنت فرنسا سيطرتها على سوريا كجزء من الانتداب الفرنسي على سوريا ولبنان.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_230,msa,direct,fanar,arabic_centric,متى تمرد الإخوان ضد ملك مملكة الحجاز ؟,1926,"تمرد الإخوان ضد الملك علي بن الحسين، ملك مملكة الحجاز، في عام 1924. قاد هذا التمرد عبد العزيز بن سعود، مؤسس المملكة العربية السعودية الحديثة، الذي أطاح بملك مملكة الحجاز وأعلن عن توحيد المملكة العربية السعودية. ومع ذلك، يُشار إلى هذه الأحداث غالبًا باسم ""حرب الإخوان"" أو ""حرب الشمال""، حيث كانت هناك سلسلة من الصراعات بين الإخوان (قبيلة شمر) والملك علي بن الحسين. لكن التمرد الرئيسي الذي أدى إلى سقوط مملكة الحجاز كان في عام 1924.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_231,msa,direct,fanar,arabic_centric,ما هو مجمع الكرادلة؟,"الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية. ويشكل أعلى هيئة استشارية في الكرسي الرسولي, الهيئة الجامعة لكافة الكرادلة الناخبين - أي أقل من ثمانين عام - في الكنيسة الكاثوليكية",مجمع الكرادلة، أو الكونسيستوري، هو هيئة من كبار رجال الدين الكاثوليك الذين يتم اختيارهم من قبل البابا. يتألف المجمع من جميع الكرادلة الذين لم يتجاوزوا سن الثمانين عامًا، ويجتمعون بشكل دوري لمناقشة القضايا الكنسية المهمة، بما في ذلك اختيار البابا الجديد في حالة وفاة البابا أو استقالته.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_232,msa,direct,fanar,arabic_centric,متى تولى محمد جواد ظریف وزارة الخارجية الايرانية؟,"15 أغسطس 2013, أغسطس 2013",تولى محمد جواد ظريف منصب وزير الخارجية الإيراني في 15 أغسطس 2013.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_233,msa,direct,fanar,arabic_centric,اين يقغ مضيق باب المندب ؟,يصل البحر الأحمر بخليج عدن وبحر العرب,يقع مضيق باب المندب بين اليمن وجيبوتي، ويربط البحر الأحمر بخليج عدن والمحيط الهندي.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_234,msa,direct,fanar,arabic_centric,من هو كاتب قصة (بائعة الكبريت)؟,هانس كريستيان أندرسن,"كاتب قصة ""بائعة الكبريت"" هو هانس كريستيان أندرسن، وهو كاتب قصص دانمركي مشهور.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_235,msa,direct,fanar,arabic_centric,متى تأسست شركة الطائرات الأمريكية بوينغ؟,15 يوليو 1916,تأسست شركة الطائرات الأمريكية بوينغ في 15 يوليو 1916.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_236,msa,direct,fanar,arabic_centric,متى تم تأسيس أول دور عرض أزياء حول العالم؟,1911,"تم تأسيس أول دار عرض أزياء معروفة في العالم من قبل تشارلز فريدريك وورث في لندن عام 1858. ومع ذلك، يُعتبر بيت الأزياء الفرنسي ""كريستيان ديور"" الذي تأسس في عام 1946 في باريس، بمثابة بداية عصر العروض الأزياء الحديثة كما نعرفها اليوم. لكن، إذا كنا نتحدث عن العروض العامة للأزياء، فإن أول عرض أزياء عام يُعرف كان في عام 1896 في باريس، فرنسا. لكن، يُعتبر دور عرض الأزياء الذي أسسه تشارلز فريدريك وورث في لندن عام 1858 كأول مؤسسة متخصصة في عرض الأزياء.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_237,msa,direct,fanar,arabic_centric,أين يقع خليج غينيا؟,"الساحل جنوب الغربي لأفريقيا في المحيط الأطلسي, المحيط الأطلسي",يقع خليج غينيا في غرب أفريقيا، وهو امتداد للبحر الأطلسي بين ساحل غينيا وساحل نيجيريا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_238,msa,direct,fanar,arabic_centric,متى بني  جامع الزيتونة؟,"698, 698 (79 هـ)",بني جامع الزيتونة في مدينة تونس، تونس، في القرن الثامن الميلادي، تحديدًا في عام 732 م. ولكن يُعتقد أن البناء الأولي كان في عام 698 م، ثم أعيد بناؤه وتوسيعه في القرن الثامن.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_239,msa,direct,fanar,arabic_centric,ماهي عاصمة منغوليا ؟,أولان باتور,عاصمة منغوليا هي أولان باتور.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_240,msa,direct,fanar,arabic_centric,ما هي الوان علم صربيا ؟,"الأحمر في الثلث الأعلى للعلم, ثم الأزرق, يتوسط العلم ثم اللون الأبيض في الأسفل",ألوان علم صربيا هي الأحمر والأبيض والأزرق. يتكون من ثلاثة أشرطة أفقية: الأحمر في الأعلى، الأبيض في الوسط، والأزرق في الأسفل. في الزاوية العليا اليسرى، يوجد شعار النبالة الصربي. ومع ذلك، يجب ملاحظة أن هذا الوصف يشير إلى العلم القديم لصربيا قبل عام 2004. منذ ذلك الحين، تم تغيير العلم إلى ثلاثة أشرطة أفقية: الأحمر في الأعلى، الأبيض في الوسط، والأزرق في الأسفل، بدون شعار النبالة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_241,msa,direct,fanar,arabic_centric,أين يقع جبل المقطم؟,"الناحية الشرقية الفسطاط والقاهرة, شرق قلعة صلاح الدين الأيوبي",يقع جبل المقطم في القاهرة، مصر. وهو أحد التلال التي تحيط بمدينة القاهرة القديمة، ويطل على نهر النيل.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_242,msa,direct,fanar,arabic_centric,متى شاركت  آيسلندا في كأس أوروبا  لكرة القدم لأول مرة؟,2016,شاركت آيسلندا في كأس أوروبا لكرة القدم لأول مرة في عام 2016.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_243,msa,direct,fanar,arabic_centric,ما هي تفاعلات الأكسدة؟,تفاعلات كيميائية يحدث فيها تغير في عدد أكسدة ذرات المواد المتفاعلة نتيجة انتقال الإلكترونات فيما بينها,تفاعلات الأكسدة، المعروفة أيضًا بتفاعلات الأكسدة والاختزال (Redox)، هي نوع من التفاعلات الكيميائية حيث يتغير عدد التأكسد لعنصر أو جزيء. في هذه التفاعلات، يفقد أحد المواد المتفاعلة الإلكترونات (يُقال إنه يتأكسد)، بينما يكتسبها الآخر (يُقال إنه يختزل). يمكن أن يكون الأكسجين أحد المواد التي تشارك في تفاعلات الأكسدة، ولكن ليس شرطًا. على سبيل المثال، في تفاعل الاحتراق، يتأكسد الهيدروكربون (يفقد الإلكترونات) بينما يختزل الأكسجين (يكتسب الإلكترونات). ومع ذلك، يمكن أن تشمل تفاعلات الأكسدة أيضًا عناصر أخرى مثل الكلور أو الكبريت أو الفلور.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_244,msa,direct,fanar,arabic_centric,ماهي جنسية المؤلف الموسيقي تشايكوفسكي؟,روسي,المؤلف الموسيقي بيتر إيليتش تشايكوفسكي كان روسيًا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_245,msa,direct,fanar,arabic_centric,متى حصلت دولة الإمارات على استقلالها ؟,2 ديسمبر 1971,حصلت دولة الإمارات العربية المتحدة على استقلالها في 2 ديسمبر 1971.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:34+00:00,
wahm_246,msa,direct,fanar,arabic_centric,ما هو الكائن اللاهوائي وكم نوع له؟,الكائن الذي لا يستخدم الأوكسجين للنمو,"الكائن اللاهوائي هو كائن حي لا يستطيع العيش أو النمو في وجود الأكسجين. هناك نوعان رئيسيان من الكائنات اللاهوائية:

1. اللاهوائية الاختيارية: هذه الكائنات قادرة على العيش في وجود الأكسجين أو غيابه، ولكنها تفضل بيئة خالية من الأكسجين. مثال على ذلك هو بكتيريا الإشريكية القولونية (Escherichia coli).

2. اللاهوائية الإلزامية: هذه الكائنات لا تستطيع العيش في وجود الأكسجين وتتطلب بيئة خالية من الأكسجين للبقاء على قيد الحياة. مثال على ذلك هو بكتيريا الكلوستريديوم (Clostridium).

بالإضافة إلى ذلك، يمكن تصنيف الكائنات اللاهوائية أيضًا بناءً على كيفية حصولها على الطاقة. هناك نوعان رئيسيان:

1. اللاهوائية اللاهوائية: هذه الكائنات تحصل على الطاقة من خلال عملية تسمى التنفس اللاهوائي، حيث تستخدم مركبات أخرى غير الأكسجين كمقبلات نهائية للكهربون.

2. اللاهوائية الضوئية: هذه الكائنات تحصل على الطاقة من خلال عملية التمثيل الضوئي، ولكنها لا تستخدم الأكسجين كمقبل نهائي للكهربون.

بشكل عام، هناك مجموعة واسعة من الكائنات اللاهوائية، بما في ذلك البكتيريا، الفطريات، الطلائعيات، والحيوانات. ومع ذلك، من الصعب تحديد عدد أنواع الكائنات اللاهوائية بدقة، حيث أن هذا المجال لا يزال قيد البحث والاكتشاف. ومع ذلك، يُقدر أن هناك أكثر من 10,000 نوع معروف من الكائنات اللاهوائية.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_247,msa,direct,fanar,arabic_centric,أين تقع مدينة تل جوخة ؟,مدينة عراقية,تقع مدينة تل جوخة في محافظة إدلب، شمال غرب سوريا. وهي معروفة بتاريخها القديم وتلالها الأثرية.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_248,msa,direct,fanar,arabic_centric,ما هو الفيتو؟,حق الاعتراض على أي قرار يقدم لمجلس الأمن دون إبداء أسباب، ويمنح للأعضاء الخمس دائمي العضوية في مجلس الأمن,"فيتو هو مصطلح لاتيني يعني ""أنا أمنع"" أو ""أنا أعارض"". في سياق الأمم المتحدة، يشير الفيتو إلى حق النقض الذي يتمتع به أعضاء مجلس الأمن الدائمون الخمسة (الصين وفرنسا وروسيا والمملكة المتحدة والولايات المتحدة) ضد قرارات المجلس. يمكن لأي من هذه الدول استخدام حق النقض لعرقلة أو منع اعتماد قرار في مجلس الأمن.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_249,msa,direct,fanar,arabic_centric,ما هي المَشِيمَة أو الخَلاَص أو السُخْد؟,"عضو دائري مسطح الشكل يتصل بالجنين عن طريق الحبل السري في الرحم، وتخرج المشيمة من رحم الأم بعد المرحلة الثالثة من الولادة, عضو دائري مسطح الشكل يتصل بالجنين عن طريق الحبل السري في الرحم","المشيمة، الخلاص، والسُخْد كلها مصطلحات قد تشير إلى نفس الشيء في سياقات مختلفة، ولكنها غالباً ما تشير إلى المشيمة في علم الأحياء.

المشيمة هي عضو مؤقت ينمو في رحم الأم أثناء الحمل. وهي تربط الجنين بالأم وتوفر التغذية والأكسجين للجنين، وتزيل النفايات. بعد الولادة، يتم طرد المشيمة من جسم الأم.

في بعض الثقافات، قد يُشار إلى المشيمة بأسماء أخرى مثل ""الخلاص"" أو ""السُخْد"". ومع ذلك، يجب ملاحظة أن هذه المصطلحات قد لا تكون شائعة أو دقيقة في جميع السياقات.

في الإسلام، يُعتبر المشيمة جزءًا من الجنين ويجب دفنها أو التخلص منها بطريقة محترمة، مثل دفنها في الأرض.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_250,msa,direct,fanar,arabic_centric,ما هو تصريح 28 فبراير 1922 ؟,"تصريح اعلنته بريطانيا من طرف واحد في لندن والقاهرة في هذا التاريخ, تصريح اعلنته بريطانيا من طرف واحد في لندن والقاهرة في هذا التاريخ.[1][2] اعلنت فيه انهاء الحماية البريطانية على مصر","تصريح 28 فبراير 1922 هو وثيقة تاريخية أصدرها الملك فؤاد الأول ملك مصر، حيث اعترف فيها بحقوق اليهود في مصر وأكد على حمايتهم. ومع ذلك، يجب التنويه إلى أن هذا التصريح لم يكن معترفًا به بشكل واسع أو مقبول من قبل جميع المصريين، وقد أثار جدلاً كبيراً في ذلك الوقت.

ومع ذلك، من المهم ملاحظة أن هذا التصريح ليس له نفس الأهمية أو التأثير مثل إعلان بلفور لعام 1917، الذي أيد إنشاء وطن قومي لليهود في فلسطين. تصريح 28 فبراير 1922 كان محلياً في مصر ولم يكن له تأثير دولي مماثل.

بالإضافة إلى ذلك، من المهم أن نذكر أن تصريح 28 فبراير 1922 لم يكن بمثابة وعد أو تعهد رسمي من الحكومة المصرية بإنشاء وطن قومي لليهود في مصر. بدلاً من ذلك، كان بمثابة اعتراف بحقوق اليهود في مصر وحمايتهم.

ومع ذلك، من المهم أن نلاحظ أن هذا التصريح كان جزءاً من سياق تاريخي معقد، حيث كانت مصر تمر بمرحلة انتقالية بعد الحرب العالمية الأولى، وكانت هناك ضغوط دولية على مصر لقبول الهجرة اليهودية.

في النهاية، من المهم أن نذكر أن تصريح 28 فبراير 1922 كان وثيقة تاريخية محددة في سياقها، ولا ينبغي أن يُنظر إليه على أنه معادل أو مكافئ لإعلان بلفور لعام 1917.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_251,msa,direct,fanar,arabic_centric,ما هو تعريف المؤسسة؟,"استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي فهي تتحكم في سلوك مجموعة من الافراد داخل مجتمع معين, استقرار وقيمة وانماط متكرره من السلوك كهياكل أو الات النظام الاجتماعي",المؤسسة هي منظمة أو كيان يتم إنشاؤه لتحقيق هدف أو مجموعة من الأهداف، عادةً من خلال توفير السلع أو الخدمات أو أداء الوظائف. يمكن أن تكون المؤسسات من أي حجم، بدءًا من الشركات الصغيرة وحتى المنظمات الدولية الكبيرة. غالبًا ما يتم تنظيمها وفقًا للهياكل القانونية والتنظيمية، وتتكون من مجموعة من الأفراد الذين يعملون معًا لتحقيق أهداف مشتركة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_252,msa,direct,fanar,arabic_centric,من هو قبريانوس القرطاجي؟,كان أسقف قرطاج (منذ عام 249 م) وأبًا وكاتبًا مسيحيًّا,"قبريانوس القرطاجي (باللاتينية: Cyprianus) كان أسقفًا مسيحيًا شهيرًا عاش في القرن الثالث الميلادي. ولد في قرطاج، وهي مدينة تقع حاليًا في تونس، وكان معروفًا بكتاباته حول العقيدة المسيحية واللاهوت. يُعتبر أحد الآباء الكنسيين الأوائل وأحد أبرز الشخصيات في تاريخ الكنيسة المسيحية.

اشتهر قبريانوس بكتاباته حول التوبة والغفران، حيث أكد على أهمية التوبة الصادقة كوسيلة للخلاص. كما كتب عن موضوعات مثل الزواج والطلاق، والتعليم المسيحي، والتعامل مع الوثنيين.

في عام 258 ميلادي، تم إعدام قبريانوس بسبب إيمانه المسيحي خلال اضطهاد ديوكليتيانوس. يُعتبر شهيدًا في الكنيسة الكاثوليكية والأرثوذكسية الشرقية، ويحتفل به في 14 سبتمبر.

كتاباته، التي تشمل رسائل وخطب، لا تزال تُقرأ وتُدرس حتى اليوم، وتُعتبر مصدرًا مهمًا لفهم العقيدة المسيحية في العصور الأولى.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_253,msa,direct,fanar,arabic_centric,ماهى الأورام الدبقية ؟,أكثر أورام المخ شيوعاً والأكثر عدوانيةً مقارنةً بباقي أورام المخ التي تصيب الإنسان,الأورام الدبقية هي نوع من الأورام التي تنشأ من الخلايا الدبقية، وهي نوع من الخلايا الداعمة في الجهاز العصبي المركزي. هذه الأورام يمكن أن تكون حميدة أو خبيثة، وتختلف في شدتها وسرعة نموها. تشمل الأمثلة الشائعة للأورام الدبقية الورم الدبقي الأولي (الذي ينشأ في الدماغ) والورم الدبقي النخاعي (الذي ينشأ في النخاع الشوكي).,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_254,msa,direct,fanar,arabic_centric,متى تاسست محطة الفضاء الدولية ؟,20 نوفمبر 1998,تأسست محطة الفضاء الدولية في نوفمبر 1998، ولكن البناء الفعلي للمحطة بدأ في عام 1998 واستمر حتى عام 2011. بدأت العمليات البشرية فيها في نوفمبر 2000.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_255,msa,direct,fanar,arabic_centric,ما هو الكرينولين؟,هيكل قاسٍ يُلبَس تحت التنورة ليعطيها شكل منتفخ، وكان دارج الاستعمال في أوروبا منذ القرن السادس عشر إلى منتصف القرن التاسع عشر,الكريانولين (أو الكرينولين) هو اسم قد يشير إلى عدة أشياء حسب السياق. ولكن بشكل عام، في التاريخ، الكرينولين كان نوعًا من الملابس الداخلية التي كانت ترتديها النساء في القرن السابع عشر. كان يهدف إلى توسيع شكل الخصر وجعل الفستان يبدو أكثر حجمًا. ومع ذلك، في العلوم، الكرينولين هو نوع من البروتينات التي تلعب دورًا مهمًا في تنظيم النمو الخلوي. يرجى تحديد السياق للحصول على إجابة أكثر دقة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
wahm_256,msa,direct,fanar,arabic_centric,ما هي السفسطة أو السفسطائية؟,"مذهب فكري فلسفي, مذهب فكري فلسفي نشأ في اليونان إبان نهاية القرن السادس وبداية القرن الخامس ق.م في بلاد الإغريق","السفسطة، أو السفسطائية، هي مذهب فكري ظهر في اليونان القديمة، خاصة في القرن الخامس قبل الميلاد. يُعرف السفسطائيون بأنهم مدرسون مدفوعون الأجر يقدمون دروسًا في الخطابة والجدل، مع التركيز على مهارات الحجة والنقاش بدلاً من البحث عن الحقيقة المطلقة.

كان السفسطائيون يعتقدون أن الحقيقة نسبية، وأن ما هو صحيح أو خاطئ يعتمد على وجهة نظر الشخص أو السياق. لقد ركزوا على استخدام الحجج والخطابات لإقناع الجمهور، بغض النظر عن صحة أو عدم صحة حججهم.

كان هذا المذهب الفكري مثيرًا للجدل في ذلك الوقت، حيث انتقد الفلاسفة مثل سقراط وأفلاطون السفسطائيين لتركيزهم على الحجة الفائقة بدلاً من البحث عن الحقيقة. ومع ذلك، كان للسفسطائيين تأثير كبير على تطور الفلسفة والخطابة في اليونان القديمة.

فيما يتعلق بالمصطلح نفسه، ""السفسطة"" مشتقة من الكلمة اليونانية ""sophos""، والتي تعني ""حكيم"". ومع ذلك، فإن السفسطائيين لم يكونوا حكماء في المعنى التقليدي، بل كانوا أكثر اهتمامًا بمهارات الحجة والخطابة.

بشكل عام، السفسطة هي مذهب فكري يركز على الحجة والخطابة، مع التركيز على إقناع الجمهور بدلاً من البحث عن الحقيقة المطلقة.",,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:21:37+00:00,
