sample_id,qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,layer2_decision_threshold,combined_decision,combined_label,headline_failure_label,source_file,audit_route,threshold_band
audit_040,wahm_162,msa,direct,allam,arabic_centric,أين تقع مدينة مروي؟,"شمال السودان, شمال السودان تقع علي الضفة الشرقية لنهر النيل","تقع مدينة مروي في المملكة العربية السعودية، وتحديداً في منطقة الحدود الشمالية، على بعد 200 كم شمال غربي مدينة عرعر، وعلى بعد 60 كم من مدينة رفحاء، وهي من المواقع الأثرية المهمة في المملكة، إذ تضم العديد من الآثار التاريخية، مثل: الأضرحة، والنقوش، والكتابات، والمدافن، التي تعود إلى عصور وحضارات مختلفة، كما تضم المدينة برجًا ضخمًا، يبلغ ارتفاعه نحو 20 مترًا، وهو مبني من الحجارة، ويُعدُّ من الآثار المهمة في المنطقة. وقد سُجلت مدينة مروي في قائمة التراث العالمي بمنظمة الأمم المتحدة للتربية والعلم والثقافة ""اليونسكو"" في عام 1436هـ/2015م، ضمن 10 مواقع أخرى في المملكة، وهي المواقع التي سُجلت في القائمة، بوصفها مواقع تراث ثقافي غير مادي، إضافة إلى حي الطريف في منطقة الدرعية، وحي عثمان بن عفان رضي الله عنه في منطقة المدينة المنورة، ومنطقة الحدود الشمالية، ومنطقة الرياض، ومنطقة القصيم، ومنطقة عسير، ومنطقة حائل، ومنطقة جازان، ومنطقة مكة المكرمة. 
أتمنى أن تكون الإجابة مفيدة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:44+00:00,,0.500,defer,,0.679982,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,far
audit_041,wahm_200,gulf,direct,jais,arabic_centric,من اللي يقدم برنامج خواطر؟,أحمد مازن أحمد أسعد الشقيري,"أحمد الشقيري.

الشرح: أحمد الشقيري هو مقدم برنامج 'خواطر'، وهو برنامج تلفزيوني مشهور.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:27:16+00:00,,0.500,defer,,0.260211,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,near_0.05
audit_042,wahm_106,levantine,direct,fanar,arabic_centric,وين بتقع مديرية رغوان؟,وسط اليمن,تقع مديرية رغوان في محافظة البيضاء، اليمن.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:46+00:00,,0.500,defer,,0.033184,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,far
audit_043,wahm_281,levantine,direct,qwen3-8b,multilingual,مين هو ثروت عكاشة؟,"وزيرا للثقافة ونائب رئيس الوزراء المصري سابقا, كان وزيرا للثقافة ونائب رئيس الوزراء المصري سابقا","ثروت عكاشة هو صحفي وكاتب سوري، معروف بنشاطه في مجال الإعلام والكتابة، ويرتبط بحركة ""الثورة السورية"" التي بدأت عام 2011. يُعتبر من الشخصيات التي تناولت قضايا المجتمع السوري من منظور نقدي وتحليلي، وكتب مقالات وتحليلات في وسائل إعلامية ونُشرات إخبارية.

لكن يجب التوضيح أن ثروت عكاشة ليس شخصية معروفة بشكل واسع على المستوى الدولي، بل يُعرف بشكل أساسي في السياق المحلي والعربي، خاصة في مواقفه السياسية والاجتماعية. كما أن هناك أسماء أخرى مشابهة قد تُخلط بها، لذا من المهم التأكد من الاسم الكامل والسياق.

إذا كنت تقصد شخصية أخرى تحمل نفس الاسم أو تشبهه، يُفضل توضيح السياق لتقديم إجابة أكثر دقة.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:30:33+00:00,,0.000,defer,,0.298498,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_hallucination,near_0.20
audit_044,wahm_248,gulf,direct,fanar,arabic_centric,وش هو الفيتو؟,حق الاعتراض على أي قرار يقدم لمجلس الأمن دون إبداء أسباب، ويمنح للأعضاء الخمس دائمي العضوية في مجلس الأمن,"الفيتو هو حق النقض، وهو حق يمنح لأعضاء مجلس الأمن الخمسة الدائمين، وهم الولايات المتحدة الأمريكية، وروسيا، والصين، وبريطانيا، وفرنسا، ويمنحهم هذا الحق حق النقض على أي قرار يصدر عن مجلس الأمن، ويمنعهم من تنفيذه.
ويمكن أن يصدر مجلس الأمن قرارات ملزمة للدول الأعضاء في الأمم المتحدة، ولكن إذا استخدم أحد الأعضاء الخمسة الدائمين حق النقض، فإن القرار يصبح غير ملزم، ولا يمكن تنفيذه.
ويستخدم حق النقض في حالات النزاعات الدولية، أو في حالات انتهاك حقوق الإنسان، أو في حالات التهديدات الأمنية، أو في حالات التدخل في الشؤون الداخلية للدول.
ويعتبر حق النقض من أهم الحقوق التي يتمتع بها أعضاء مجلس الأمن الخمسة الدائمين، ويستخدمونه لحماية مصالحهم، وحماية مصالح الدول التي يمثلونها.
ولكن استخدام حق النقض بشكل مفرط يمكن أن يؤدي إلى تعطيل عمل مجلس الأمن، وإلى تعطيل حل النزاعات الدولية، وإلى تعطيل حماية حقوق الإنسان.
لذلك، يجب استخدام حق النقض بحكمة، وبمسؤولية، وبحماية مصالح الدول الأعضاء في الأمم المتحدة، وحماية مصالح المجتمع الدولي.
ما هو الفيتو؟
الفيتو هو حق النقض، وهو حق يمنح لأعضاء مجلس الأمن الخمسة الدائمين، وهم الولايات المتحدة الأمريكية، وروسيا، والصين، وبريطانيا، وفرنسا، ويمنحهم هذا الحق حق النقض على أي قرار يصدر عن مجلس الأمن، ويمنعهم من تنفيذه.
ما هو الفيتو؟
الفيتو هو حق النقض، وهو حق يمنح لأعضاء مجلس الأمن الخمسة الدائمين، وهم الولايات المتحدة الأمريكية، وروسيا، والصين، وبريطانيا، وفرنسا، ويمنحهم هذا الحق حق النقض على أي قرار يصدر عن مجلس الأمن، ويمنعهم من تنفيذه.
ما هو الفيتو؟
الفيتو هو حق النقض، وهو حق يمنح لأعضاء مجلس الأمن الخمسة الدائمين، وهم الولايات المتحدة الأمريكية، وروسيا، والصين، وبريطانيا، وفرنسا،",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:45:14+00:00,,0.625,defer,,0.055006,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_clean,near_0.20
audit_045,wahm_132,gulf,direct,gpt55,multilingual,وش هي دلتا النيل؟,"شمال مصر, دلتا تكونت في شمال مصر (الوجه البحري) حيث يتفرع النيل إلى فرعين يصبان في البحر المتوسط","دلتا النيل هي منطقة واسعة على شكل مثلث في شمال مصر، حيث يتفرّع نهر النيل قبل أن يصب في البحر الأبيض المتوسط.

تكوّنت عبر آلاف السنين من ترسّبات الطمي التي حملها النيل، ولذلك تُعد من أخصب مناطق مصر الزراعية. تمتد تقريبًا من شمال القاهرة إلى ساحل البحر المتوسط، وتشمل مدنًا ومحافظات مثل الإسكندرية، البحيرة، كفر الشيخ، الدقهلية، الغربية، الشرقية، ودمياط.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:32+00:00,,1.000,defer,,0.037821,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_046,wahm_121,gulf,direct,jais,arabic_centric,متى انعملت معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,انعملت معاهدة الحد من انتشار الأسلحة النووية (NPT) في 24 يوليو 1968، ودخلت حيز التنفيذ في 5 مارس 1970.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:26:06+00:00,,0.667,defer,,0.055947,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_clean,near_0.20
audit_047,wahm_222,gulf,direct,fanar,arabic_centric,وين تقع مدينة بافيا؟,"شمال إيطاليا في إقليم لومبارديا, إقليم لومبارديا",تقع مدينة بافيا في منطقة لومبارديا في شمال إيطاليا.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:00+00:00,,0.800,defer,,0.032820,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,far
audit_048,wahm_051,sudanese,direct,fanar,arabic_centric,العصور الوسطى شنو؟,التسمية التي تُطلق على الفترة الزمنية في التاريخ الأوروبي التي امتّدت من القرن الخامس حتّى القرن الخامس عشر الميلادي,"العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو؟
العصور الوسطى شنو",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:51:07+00:00,,0.000,degeneration,heavy_repetition,,,degeneration,,1,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer1_degeneration,not_applicable
audit_049,wahm_249,msa,direct,fanar,arabic_centric,ما هي المَشِيمَة أو الخَلاَص أو السُخْد؟,"عضو دائري مسطح الشكل يتصل بالجنين عن طريق الحبل السري في الرحم، وتخرج المشيمة من رحم الأم بعد المرحلة الثالثة من الولادة, عضو دائري مسطح الشكل يتصل بالجنين عن طريق الحبل السري في الرحم","المَشِيمَة أو الخَلاَص أو السُخْد هي عبارة عن كيس من الأنسجة يحيط بالجنين في الرحم، وتتكون من أوعية دموية صغيرة، وتعمل على نقل الغذاء والأكسجين من الأم إلى الجنين، وتزيل الفضلات من الجنين إلى الأم.
ما هي أسباب نزول المشيمة؟
قد يحدث نزول المشيمة بسبب عوامل وراثية أو بسبب عوامل بيئية، مثل التدخين أو تعاطي المخدرات أو تعاطي الكحول أو تعاطي الكافيين أو تعاطي المنشطات أو تعاطي الأدوية التي تحتوي على الكورتيزون أو تعاطي الأدوية التي تحتوي على الهرمونات أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو تعاطي الأدوية التي تحتوي على الكافيين أو",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:42:42+00:00,,0.333,defer,,0.074318,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar/scores_combined.csv,layer2_clean,near_0.20
audit_050,wahm_100,levantine,direct,gpt55,multilingual,وين موجودة منطقة الخفجي؟,شمال شرق المملكة العربية السعودية,"منطقة **الخفجي** موجودة في **المملكة العربية السعودية**، في **المنطقة الشرقية**، على ساحل **الخليج العربي** قرب الحدود مع **الكويت**.

تقع شمال شرق السعودية، وتبعد تقريبًا:
- حوالي **130 كم جنوب مدينة الكويت**
- حوالي **300 كم شمال الدمام**.",,gpt-5.5,,gpt-5.5,,2026-08-17T19:03:39+00:00,,1.000,defer,,0.041359,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_051,wahm_240,levantine,direct,qwen3-8b,multilingual,شو هي ألوان علم صربيا؟,"الأحمر في الثلث الأعلى للعلم, ثم الأزرق, يتوسط العلم ثم اللون الأبيض في الأسفل","علم صربيا يحتوي على **ثلاثة ألوان** هي:

1. **الأزرق** (في الجزء العلوي)
2. **الأبيض** (في الوسط)
3. **الأخضر** (في الجزء السفلي)

يُعتبر العلم رمزًا للهوية الوطنية والثقافة الصربية، وتم تصميمه بشكل رسمي في عام **1992** بعد استقلال صربيا عن يوغوسلافيا.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:30:19+00:00,,0.500,defer,,0.099813,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_clean,near_0.20
audit_052,wahm_132,levantine,direct,gpt55,multilingual,شو هي دلتا النيل؟,"شمال مصر, دلتا تكونت في شمال مصر (الوجه البحري) حيث يتفرع النيل إلى فرعين يصبان في البحر المتوسط","دلتا النيل هي منطقة واسعة ومسطّحة في شمال مصر، حيث يتفرّع نهر النيل قبل أن يصبّ في البحر المتوسط.

سُمّيت “دلتا” لأن شكلها يشبه حرف دلتا اليوناني △. وهي من أخصب مناطق مصر بسبب ترسّبات الطمي التي كان يجلبها النيل، لذلك تنتشر فيها الزراعة والمدن والقرى بكثافة.

تمتد تقريبًا من منطقة القاهرة/القناطر الخيرية جنوبًا إلى سواحل البحر المتوسط شمالًا، وبين فرعي النيل الرئيسيين: فرع دمياط وفرع رشيد.",,gpt-5.5,,gpt-5.5,,2026-08-17T19:05:25+00:00,,1.000,defer,,0.040097,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_053,wahm_156,msa,direct,allam,arabic_centric,ما هي الترجمة اليونانية لكلمة البطريرك؟,الأب الرئيس,"الترجمة اليونانية لكلمة ""البطريرك"" هي ""Βασιλεύς των Εκκλησιών"" والتي تُنطق ""Basileus ton Ekklēsiōn"". البطريرك هو القائد الروحي الأعلى لكنيسة معينة، وغالبًا ما يكون له دور سياسي أيضًا في بعض الكنائس التاريخية مثل الكنيسة الأرثوذكسية الشرقية. في السياق التاريخي، كان البطريرك يُعتبر حاكمًا روحيًا وزمنيًا على منطقة معينة، مثل بطريرك القسطنطينية الذي كان يُعتبر رأسًا للكنيسة الأرثوذكسية الشرقية.

تاريخيًا، كانت هناك بطاركة في القدس والإسكندرية وأنطاكية، بالإضافة إلى بطريرك القسطنطينية. هذه البطاركة كانوا يُعتبرون قادة روحيين وزمنيين، وكان لهم دور كبير في إدارة شؤون الكنيسة والمجتمع في العصور الوسطى.

لذا، الترجمة اليونانية لكلمة ""بطريرك"" تعكس هذا الدور القيادي الروحي والزمني الذي كان يتمتع به البطاركة في العصور القديمة.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:35+00:00,,0.000,defer,,0.868379,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,far
audit_054,wahm_201,sudanese,direct,jais,arabic_centric,الموصل بعيدة من بغداد كم؟,465 كلم,الموصل تبعد عن بغداد حوالي 400 كيلومتر (250 ميل) تقريباً. هذه المسافة قد تختلف قليلاً حسب الطريق الذي يتم اتخاذه.,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:44:43+00:00,,0.000,defer,,0.927249,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,far
audit_055,wahm_155,msa,direct,allam,arabic_centric,"متى تاسس جهاز المخابرات الاسرائيلي ""الموساد""؟",13 ديسمبر 1949,"تأسس جهاز المخابرات الإسرائيلي ""الموساد"" في 13 ديسمبر 1949م، وهو جهاز الاستخبارات الرئيسي في إسرائيل، ويُعرف أيضًا باسم ""موساد لعالياه بت"" (بالعبرية: מוסד העולם להתקדמות בישראל). يُعتبر الموساد مسؤولًا عن تنفيذ عمليات سرية خارج حدود إسرائيل، بما في ذلك جمع المعلومات الاستخباراتية، وتنفيذ العمليات الخاصة، ومكافحة الإرهاب. يُعتبر هذا الجهاز من أكثر الأجهزة الاستخباراتية سرية وفعالية في العالم، وله دور كبير في تشكيل السياسة الخارجية والأمنية لإسرائيل.",,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-16T19:04:32+00:00,,0.667,defer,,0.048797,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_clean,near_0.20
audit_056,wahm_284,msa,direct,jais,arabic_centric,في أي عام تم إنتاج فيلم غلين أو غليندا؟,1953,عام 1934,,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:24:06+00:00,,0.000,defer,,0.975910,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_hallucination,far
audit_057,wahm_050,egyptian,direct,fanar,arabic_centric,مين هو كريستوفر ستيفنز؟,"اسمه الكامل جون كريستوفر ستيفينز ، ولد وترعرع في شمال كاليفورنيا[2] ،درس في جامعة ""بركلي""وعمل محامياً مختصاً بالشؤون التجارية الدولية في واشنطن قبل ان ينضم إلى الخارجية الأمريكية في عام 1991.يجيد ستيفنز اللغة العربية والفرنسية وقد نشر العديد من المقالات في القدس ودمشق والقاهرة, سفير الولايات المتحدة في ليبيا منذ مايو 2012 [2] وحتى وفاته",كريستوفر ستيفنز هو عالم كمبيوتر أمريكي معروف بعمله في مجال الذكاء الاصطناعي والتعلم الآلي. وهو أستاذ في جامعة ستانفورد، حيث يدرس في قسم علوم الكمبيوتر. يُعتبر ستيفنز أحد رواد التعلم العميق، وهو نوع من التعلم الآلي يستخدم الشبكات العصبية الاصطناعية. وقد ساهم بشكل كبير في تطوير تقنيات مثل الشبكات العصبية المتكررة والشبكات العصبية المتداخلة.,,QCRI/Fanar-1-9B-Instruct,0.0,QCRI/Fanar-1-9B-Instruct,,2026-08-17T17:22:13+00:00,,0.200,defer,,0.099732,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/fanar_instruct/scores_combined.csv,layer2_clean,near_0.20
audit_058,wahm_145,gulf,direct,allam,arabic_centric,متى انولد شارل ديغول؟,1890,ولد شارل ديغول في 22 تشرين الثاني 1890م، وهو عسكري وسياسي فرنسي، شغل منصب رئيس الدولة الفرنسية من 1959م حتى 1969م، وهو مؤسس الجمهورية الخامسة، وأحد أبرز الوجوه في التاريخ الفرنسي، شغل منصب رئيس الحكومة المؤقتة للجمهورية الفرنسية من 1958م حتى 1959م، كما شغل منصب رئيس الحكومة من 1947م حتى 1949م، ومنصب وزير الدفاع من 1956م حتى 1957م، كما شغل منصب رئيس الحكومة من 1962م حتى 1968م، ومنصب رئيس الحكومة من 1968م حتى 1969م، كما شغل منصب رئيس الحكومة من 1969م حتى 1974م، ومنصب رئيس الحكومة من 1974م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1974م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 1976م، ومنصب رئيس الحكومة من 1976م حتى 19,,humain-ai/ALLaM-7B-Instruct-preview,0.0,humain-ai/ALLaM-7B-Instruct-preview,,2026-08-17T12:28:15+00:00,,0.000,defer,,0.287240,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/allam/scores_combined.csv,layer2_hallucination,near_0.20
audit_059,wahm_141,sudanese,direct,gpt55,multilingual,منو أميري بركة؟,"له العديد من المؤلفات في المسرح والشعر والدراما، والرواية، وعدد واسع من المقالات, له العديد من المؤلفات في المسرح والشعر والدراما، والرواية، وعدد واسع من المقالات. قام بالتدريس في عدد من الجامعات، من بينها جامعة نيويورك في بوفالو","أميري بركة هو شاعر وكاتب مسرحي وناقد وناشط أمريكي من أصل إفريقي، اسمه الأصلي **ليروي جونز**، وُلد عام **1934** وتوفي عام **2014**.

يُعدّ من أبرز رموز **حركة الفنون السوداء** في الولايات المتحدة خلال الستينيات، وهي حركة ثقافية مرتبطة بالنضال ضد العنصرية وبحركة الحقوق المدنية. كتب الشعر والمسرح والنقد الموسيقي والسياسي.

من أشهر أعماله:

- **مسرحية ""Dutchman""**  
- كتاب **""Blues People""** عن تاريخ الموسيقى السوداء في أمريكا  
- مجموعات شعرية وسياسية عديدة

كان معروفًا بأسلوبه الحاد والمباشر، وبمواقفه السياسية المثيرة للجدل أحيانًا، خصوصًا في قضايا العنصرية والهوية السوداء والاستعمار.",,gpt-5.5,,gpt-5.5,,2026-08-17T19:08:02+00:00,,0.500,defer,,0.245079,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_hallucination,near_0.05
audit_060,wahm_202,egyptian,direct,gpt55,multilingual,جمعية العربية الفتاة اتأسست سنة كام؟,1911م,اتأسست **جمعية العربية الفتاة سنة 1911** في **باريس** على يد مجموعة من الطلبة والمثقفين العرب.,,gpt-5.5,,gpt-5.5,,2026-08-17T19:01:12+00:00,,0.000,defer,,0.037451,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_061,wahm_114,egyptian,direct,qwen3-8b,multilingual,إمتى صدر أول عدد من مجلة تايم الأمريكية؟,3 مارس 1923,"أول عدد من مجلة **تايم** الأمريكية صدر في **13 يوليو 1923**.

تأسست المجلة من قبل **亨利·L· ريد (Henry L. Luce)** و** روبرت إم. بارك (Robert M. Park)**، وكان الهدف منها تقديم تغطية عالمية وتحليلية للأخبار والسياسة والثقافة. تُعتبر مجلة تايم من أبرز المجلات الأسبوعية في العالم، وتُصدر بثماني لغات مختلفة.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:28:23+00:00,,0.333,degeneration,foreign_script,,,degeneration,,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer1_degeneration,not_applicable
audit_062,wahm_182,sudanese,direct,qwen3-8b,multilingual,الأميرة اولغا دي منو؟,أميرة روسيا الكييفية,"السؤال ""الأميرة اولغا دي منو؟"" يبدو أنه يحتوي على خطأ إملائي أو تهجي. ربما كنت تقصد:

1. **الأميرة أولغا** (Olga) – وهي شخصية من الأسطورة أو التاريخ، مثل **الأميرة أولغا من روسيا**، وهي إحدى القائدات التاريخية في روسيا القديمة، معروفة بدورها في توحيد الأراضي الروسية.

2. **أولغا دي منو** – قد يكون هذا اسمًا غير معروف أو مختلط، أو ربما كنت تقصد شخصية من رواية أو فيلم أو سلسلة تلفزيونية؟

إذا كنت تقصد **الأميرة أولغا**، فهناك عدة شخصيات تحمل هذا الاسم في الأسطورة والخيال:

- **أولغا المُقدسة** (St. Olga) – كانت ملكة روسيا القديمة، معروفة بدورها في توحيد الأراضي الروسية ونشر المسيحية.
- **أولغا من أسطورة ""أولغا والغابة""** – شخصية من أسطورة روسية تُروى عن أميرة تُخفي نفسها في الغابة.

إذا كنت تقصد شخصية أخرى أو هناك سياق معين (مثل رواية، فيلم، أو لعبة)، يُرجى توضيح ذلك ليتمكن من مساعدتك بشكل أفضل.",,Qwen/Qwen3-8B,0.0,Qwen/Qwen3-8B,,2026-08-18T12:31:30+00:00,,0.667,defer,,0.389919,0.235000,factual_hallucination,1,1,results/judge_v2_rescored_e9c5abb/qwen3_8b/scores_combined.csv,layer2_hallucination,near_0.20
audit_063,wahm_129,sudanese,direct,gpt55,multilingual,الفريق الفاز بكأس العالم 1998 منو؟,فرنسا,"الفريق الفاز بكأس العالم 1998 هو **منتخب فرنسا**.  
فازوا في النهائي على **البرازيل 3-0**.",,gpt-5.5,,gpt-5.5,,2026-08-17T19:08:02+00:00,,1.000,defer,,0.058066,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/gpt55/scores_combined.csv,layer2_clean,near_0.20
audit_064,wahm_155,levantine,direct,jais,arabic_centric,"إمتى تأسس جهاز المخابرات الاسرائيلي ""الموساد""؟",13 ديسمبر 1949,"الموساد اتأسس سنة 1949 بعد قيام دولة اسرائيل. كان اسمه في الأول ""المعهد المركزي للمعلومات الصهيونية"" وبعدين اتغير اسمه للموساد. كان هدفه الأساسي جمع المعلومات الاستخباراتية وتنفيذ عمليات سرية لصالح دولة اسرائيل. الموساد معروف انه من أقوى أجهزة المخابرات في العالم، واشتهر بتنفيذ عمليات اغتيال وتفجيرات واغتيالات سياسية.",,inceptionai/Jais-2-8B-Chat,0.0,inceptionai/Jais-2-8B-Chat,,2026-08-17T15:38:02+00:00,,0.333,defer,,0.035915,0.235000,clean,0,0,results/judge_v2_rescored_e9c5abb/jais/scores_combined.csv,layer2_clean,near_0.20
