qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons,layer2_hallucination_probability,combined_decision,combined_label
wahm_051,levantine,direct,fanar,arabic_centric,شو هي العصور الوسطى؟,التسمية التي تُطلق على الفترة الزمنية في التاريخ الأوروبي التي امتّدت من القرن الخامس حتّى القرن الخامس عشر الميلادي,"- منتديات دريم سوفت
شو هي العصور الوسطى؟
العصور الوسطى هي الفترة الزمنية التي تقع بين سقوط الإمبراطورية الرومانية الغربية في القرن الخامس الميلادي وظهور عصر النهضة في القرن الرابع عشر الميلادي.
تعتبر العصور الوسطى فترة انتقالية بين العصور القديمة والعصور الحديثة، وقد شهدت هذه الفترة العديد من التغيرات السياسية والاجتماعية والثقافية.
من أهم التغيرات التي شهدتها العصور الوسطى هي ظهور النظم الإقطاعية، حيث كان الإقطاعيون يمتلكون الأراضي الزراعية ويستغلون الفلاحين الذين يعيشون على هذه الأراضي. كما شهدت هذه الفترة ظهور الكنائس الكاثوليكية والبوذية والهندوسية، والتي كانت لها تأثير كبير على الثقافة والسياسة في هذه الفترة.
بالإضافة إلى ذلك، شهدت العصور الوسطى العديد من الحروب والصراعات، مثل الحروب الصليبية والحروب الأهلية في أوروبا. كما شهدت هذه الفترة ظهور العديد من العلماء والفلاسفة، مثل أرسطو وأفلاطون، الذين كان لهم تأثير كبير على الفكر والثقافة في هذه الفترة.
في النهاية، يمكن القول أن العصور الوسطى كانت فترة انتقالية مهمة في التاريخ البشري، شهدت العديد من التغيرات السياسية والاجتماعية والثقافية، والتي كان لها تأثير كبير على العالم الحديث.
رد: شو هي العصور الوسطى؟
العصور الوسطى هي فترة زمنية تمتد من القرن الخامس إلى القرن الخامس عشر الميلادي، وتعتبر فترة انتقالية بين العصور القديمة والعصور الحديثة.
تتميز العصور الوسطى بظهور النظم الإقطاعية، حيث كان الإقطاعيون يمتلكون الأراضي الزراعية ويستغلون الفلاحين الذين يعيشون على هذه الأراضي. كما شهدت هذه الفترة ظهور الكنائس الكاثوليكية والبوذية والهندوسية، والتي كانت لها تأثير كبير على الثقافة والسياسة في هذه الفترة.
بالإضافة إلى ذلك، شهدت العصور الوسطى العديد من الحروب والصراعات، مثل الحروب الصليبية والحروب الأهلية في أوروبا. كما شهدت هذه الفترة ظهور العديد من العلماء والفلاسفة، مثل أرسط",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.688,defer,,0.015214,clean,0
wahm_052,levantine,direct,fanar,arabic_centric,شو هي عظمة الإسك؟,الجزء الأسفل والخلفي لعظم الورك,"شو هي عظمة الإسك؟
عظمة الإسك هي عظمة صغيرة تقع في الجزء الخلفي من الرقبة، وتسمى أيضاً عظمة العنق أو عظمة العنقودية. وهي جزء من العمود الفقري، وتقع بين الفقرة السابعة والفقرة الأولى من العمود الفقري.
تعتبر عظمة الإسك مهمة جداً في الحفاظ على استقرار الرقبة والعمود الفقري، وتساعد في الحفاظ على توازن الرأس والرقبة. كما أنها تلعب دوراً هاماً في الحفاظ على سلامة الأعصاب التي تمر عبرها، مثل العصب الشوكي والغصن العصبي.
تعتبر عظمة الإسك عرضة للإصابة، خاصة في حالات الحوادث أو الإصابات الرياضية. ويمكن أن تؤدي الإصابة في عظمة الإسك إلى ألم شديد في الرقبة والكتف، وقد تؤدي إلى مشاكل في الحركة والتنقل.
لذلك، من المهم الحفاظ على سلامة عظمة الإسك والعمود الفقري بشكل عام، من خلال ممارسة التمارين الرياضية المناسبة، والحفاظ على وضعية الجسم الصحيحة، وتجنب الإصابات.
ما هي عظمة الإسك؟
عظمة الإسك هي عظمة صغيرة تقع في الجزء الخلفي من الرقبة، وتسمى أيضاً عظمة العنق أو عظمة العنقودية. وهي جزء من العمود الفقري، وتقع بين الفقرة السابعة والفقرة الأولى من العمود الفقري.
ما هي وظيفة عظمة الإسك؟
تعتبر عظمة الإسك مهمة جداً في الحفاظ على استقرار الرقبة والعمود الفقري، وتساعد في الحفاظ على توازن الرأس والرقبة. كما أنها تلعب دوراً هاماً في الحفاظ على سلامة الأعصاب التي تمر عبرها، مثل العصب الشوكي والغصن العصبي.
ما هي الإصابات التي يمكن أن تحدث في عظمة الإسك؟
يمكن أن تؤدي الإصابة في عظمة الإسك إلى ألم شديد في الرقبة والكتف، وقد تؤدي إلى مشاكل في الحركة والتنقل.
ما هي العوامل التي تزيد من خطر الإصابة في عظمة الإسك؟
يمكن أن تزيد بعض العوامل من خطر الإصابة في عظمة الإسك، مثل الحوادث أو الإصاب",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.400,defer,,0.750707,hallucinated,1
wahm_053,levantine,direct,fanar,arabic_centric,قديش عدد آيات سورة المائدة؟,120,"قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات سورة المائدة؟
قديش عدد آيات",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_054,levantine,direct,fanar,arabic_centric,شو هو العثث؟,"مجموعة كبيرة من الحشرات القريبة من الفراشات, مجموعة كبيرة من الحشرات القريبة من الفراشات، وهي من أكثر الكائنات الحية شيوعا في العالم، حيث تتواجد في مختلف الأقاليم والمناخات","العثث هو مرض يصيب الكبد ويسبب تضخم الكبد وتليف الكبد.
ما هي أسباب العثث؟
أسباب العثث هي:
1- الإصابة بفيروسات الكبد (B, C, D).
2- الإصابة بالتهاب الكبد الكحولي.
3- الإصابة بالتهاب الكبد الدهني.
4- الإصابة بالتهاب الكبد المناعي الذاتي.
5- الإصابة بالتهاب الكبد الناجم عن الأدوية.
6- الإصابة بالتهاب الكبد الناجم عن السموم.
7- الإصابة بالتهاب الكبد الناجم عن العدوى البكتيرية.
8- الإصابة بالتهاب الكبد الناجم عن العدوى الطفيلية.
9- الإصابة بالتهاب الكبد الناجم عن العدوى الفيروسية.
10- الإصابة بالتهاب الكبد الناجم عن العدوى الفطرية.
11- الإصابة بالتهاب الكبد الناجم عن العدوى الطفيلية.
12- الإصابة بالتهاب الكبد الناجم عن العدوى الفيروسية.
13- الإصابة بالتهاب الكبد الناجم عن العدوى الفطرية.
14- الإصابة بالتهاب الكبد الناجم عن العدوى الطفيلية.
15- الإصابة بالتهاب الكبد الناجم عن العدوى الفيروسية.
1100% of the proceeds from the sale of this book will be donated to the American Red Cross to help the victims of Hurricane Katrina.
The book is a collection of 100 short stories, each of which is a single page in length. The stories are written in a variety of styles, including fiction, non-fiction, poetry, and humor.
The book is available for purchase on Amazon.com.
The book is a collection of short stories written by a variety of authors. The stories are all about the same character, a young woman named Katrina. The stories are all set in different time periods and places, but they all have the same theme: the character’s struggle to find her place in the world.
The book is a collection of short stories written by a variety of authors. The stories are all about the same character, a young woman named Katrina. The stories are all set in different time periods and places, but they all have the same",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_055,levantine,direct,fanar,arabic_centric,وين بتقع مدينة أوديسا؟,"جمهورية أوكرانيا, أوكرانيا","أوديسا هي مدينة تقع في أوكرانيا.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع منزل أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع في أوكرانيا، 100000.
أين يقع أوديسا؟
أوديسا يقع",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,1.000,clean,,,clean,0
wahm_056,levantine,direct,fanar,arabic_centric,إمتى أنتجوا الفيلم العربي (صح النوم)؟,1975,"إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنتجوا الفيلم العربي (صح النوم)؟
إمتى أنت",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_057,levantine,direct,fanar,arabic_centric,إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟,يونيو من عام 2006,"إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول موسم من مسلسل امريكا قوت تالنت؟
إمتى انعرض أول مو",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.250,defer,,0.957045,hallucinated,1
wahm_058,levantine,direct,fanar,arabic_centric,مين الملاكم اللي ملقب ببراون بومبر؟,جوزيف لويس بارو,"مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟
مين الملاكم اللي ملقب ببراون بومبر؟",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.000,hallucinated,,,hallucinated,1
wahm_059,levantine,direct,fanar,arabic_centric,وين بتقع ولاية ساكسونيا؟,ولاية ألمانية,"وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين بتقع ولاية ساكسونيا؟
وين",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:35+00:00,,0.500,defer,,0.340520,clean,0
wahm_060,levantine,direct,fanar,arabic_centric,إمتى تأسست جامعة أم القرى؟,1401 هـ,"إمتى تأسست جامعة أم القرى؟
إمتى تأسست جامعة أم القرى؟
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق 1957 م، وهي جامعة سعودية تقع في مدينة مكة المكرمة، وتعد من أقدم الجامعات في المملكة العربية السعودية.
تأسست جامعة أم القرى في عام 1377 هـ الموافق",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:43+00:00,,0.500,defer,,0.957932,hallucinated,1
wahm_061,levantine,direct,fanar,arabic_centric,شو هي دوامة نفايات شمال المحيط الهادئ؟,"منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي، وتمتد إلى منطقة غير محددة الحدود بشكل دقيق، وذلك لاختلاف تركيز البلاستيك والنفايات على حسب المنطقة, منطقة قمامة بحرية تقع في منتصف المحيط الهادي الشمالي","شو هي دوامة نفايات شمال المحيط الهادئ؟
دوامة نفايات شمال المحيط الهادئ هي منطقة في المحيط الهادئ حيث توجد كميات كبيرة من النفايات البلاستيكية.
تقع دوامة نفايات شمال المحيط الهادئ في المحيط الهادئ الشمالي، وتبلغ مساحتها حوالي 1.6 مليون كيلومتر مربع.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهادئ من نفايات بلاستيكية، مثل زجاجات المياه والحقائب البلاستيكية والأكياس البلاستيكية.
تتكون دوامة نفايات شمال المحيط الهاد",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:43+00:00,,0.556,defer,,0.410929,clean,0
wahm_062,levantine,direct,fanar,arabic_centric,شو هي علامة إعراب المفعول به باللغة العربية؟,"الفتحة الظاهرة، أو المقدرة، أو الياء إن كان مثنى أو جمع مذكر سالم، أو الكسرة (نيابة عن الفتحة) إن كان جمع مؤنث سالم، أو الألف إن كان من الأسماء الخمسة, منصوب","شو هي علامة إعراب المفعول به باللغة العربية؟
المفعول به هو اسم منصوب يقع على الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد الفعل، ويأتي بعد",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:43+00:00,,1.000,hallucinated,heavy_repetition,,hallucinated,1
wahm_063,levantine,direct,fanar,arabic_centric,شو عاصمة موزمبيق؟,مابوتو,"شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق؟
شو عاصمة موزمبيق",,QCRI/Fanar-1-9B,0.0,QCRI/Fanar-1-9B,,2026-08-17T16:48:43+00:00,,0.000,hallucinated,heavy_repetition,,hallucinated,1
