qid,variety,condition,model,family,question,gold_answer,answer,pivot_question,model_id,temperature,resolved_model_id,pivot_model_id,timestamp,error,layer1_coverage,layer1_decision,degeneration_reasons
wahm_292,msa,direct,gpt55,multilingual,كم تبلغ مساحة مدينة ليفربول؟,111.84,تبلغ مساحة مدينة ليفربول في إنجلترا نحو **111.8 كيلومتر مربع**، أي حوالي **43.2 ميل مربع**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.500,defer,
wahm_293,msa,direct,gpt55,multilingual,من هو عبد الله بن عباس؟,"صحابي جليل، وابن عم النبي محمد، حبر الأمة و<b data-parsoid='{""dsr"":[1691,1703","عبد الله بن عباس رضي الله عنهما هو أحد كبار صحابة النبي محمد ﷺ، وابن عمّه؛ فهو ابن العباس بن عبد المطلب عمّ النبي ﷺ.

لُقّب بـ **حَبر الأمة** و**ترجمان القرآن** لسعة علمه، خصوصًا في تفسير القرآن والفقه والحديث. دعا له النبي ﷺ بقوله: **«اللهم فقهه في الدين وعلّمه التأويل»**.

وُلد قبل الهجرة بنحو ثلاث سنوات، ولازم النبي ﷺ وهو صغير، ثم صار من أبرز علماء الصحابة بعد وفاته. روى عددًا كبيرًا من الأحاديث، وتتلمذ عليه كثير من التابعين.

توفي رضي الله عنه في الطائف سنة **68 هـ** تقريبًا.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_294,msa,direct,gpt55,multilingual,ما هي العملة الرسمية في الفلبين ؟,البيزو الفلبيني,العملة الرسمية في الفلبين هي **البيزو الفلبيني**، ورمزه **PHP**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_295,msa,direct,gpt55,multilingual,ما هو الإسفنج المهبلي؟,إحدى وسائل تحديد النسل,"الإسفنج المهبلي هو **وسيلة منع حمل تُوضع داخل المهبل** قبل الجماع. يكون عادةً إسفنجة صغيرة وناعمة تحتوي على **مبيد للنطاف**، وتعمل بثلاث طرق:

- تغطي عنق الرحم كحاجز جزئي.
- تمتص جزءًا من السائل المنوي.
- تُطلق مادة تضعف أو تقتل الحيوانات المنوية.

يُستخدم لمرة واحدة، ويمكن وضعه قبل الجماع بعدة ساعات، ويجب تركه عادةً **نحو 6 ساعات بعد الجماع** قبل إزالته، مع عدم إبقائه مدة طويلة حسب تعليمات المنتج.

مهم: الإسفنج المهبلي **لا يحمي من الأمراض المنقولة جنسيًا**؛ لذلك يُنصح باستخدام الواقي الذكري إذا كان هناك احتمال للتعرض لها. كما أن فعاليته أقل من بعض الوسائل الأخرى، وقد لا يناسب من لديهن حساسية من مبيد النطاف أو تاريخ متلازمة الصدمة السمية.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_296,msa,direct,gpt55,multilingual,متى تم صناعة اول اطار مطاطي ؟,1889,"تمت صناعة/اختراع **أول إطار مطاطي هوائي** عام **1845** على يد المخترع الاسكتلندي **روبرت وليام طومسون**.

لكن الإطار الهوائي الذي أصبح عمليًا وانتشر لاحقًا طوّره **جون بويد دنلوب** عام **1888**، خصوصًا لاستخدامه في الدراجات.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_297,msa,direct,gpt55,multilingual,كم عدد المحافظات في العراق؟,18,"عدد المحافظات في العراق **18 محافظة رسميًا**.

ملاحظة: تُعدّ **حلبجة** محافظة ضمن إقليم كردستان، لكن على المستوى الاتحادي يُشار غالبًا إلى العراق بأنه يضم **18 محافظة**؛ وإذا احتُسبت حلبجة بشكل مستقل يصبح العدد **19**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_298,msa,direct,gpt55,multilingual,متى احتل الاكسوم اليمن؟,533م,"احتلّت مملكة أكسوم الحبشية اليمن في أوائل القرن السادس الميلادي، وأشهر حملة كانت بقيادة الملك كالب/إلا أصبحة حوالي سنة **525م**، بعد اضطهاد ملك حِمْيَر اليهودي **ذو نواس** للمسيحيين في نجران.

واستمر النفوذ/الحكم الأكسومي في اليمن عدة عقود، إلى أن دخلها الفرس الساسانيون في النصف الثاني من القرن السادس الميلادي، غالبًا حوالي **570–575م**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_299,msa,direct,gpt55,multilingual,متى توفي ألكسندرغراهام بيل؟,أغسطس 1922),توفي ألكسندر غراهام بيل في **2 أغسطس/آب 1922**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_000,gulf,direct,gpt55,multilingual,كم مرة فازت الأوروغواي ببطولة كأس العالم لكرة القدم؟,بطولتين,فازت الأوروغواي ببطولة كأس العالم لكرة القدم **مرتين**: عامي **1930** و**1950**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_001,gulf,direct,gpt55,multilingual,من اللي اكتشف المرو أو الكوارتز؟,"(بيير كوري) وأخوه (جاك), بيير كوري) وأخوه (جاك","لا يوجد شخص واحد يُنسب إليه اكتشاف **المرو/الكوارتز**؛ لأنه معدن معروف للإنسان منذ عصور ما قبل التاريخ، واستُخدم في صناعة الأدوات والحلي بسبب صلابته وانتشاره.

لكن تاريخيًا:

- **اليونانيون القدماء** عرفوا البلورات الشفافة منه وسمّوها **krystallos** أي “الجليد”، لأنهم ظنوا أنها جليد متجمد لا يذوب.
- كلمة **كوارتز Quartz** أصلها ألماني، وانتشر استخدامها في أوروبا في العصور الوسطى.
- من الناحية العلمية، درس العالم **نيكولاس ستينو Nicolas Steno** بلورات الكوارتز في القرن السابع عشر، وساهم في وضع أساس علم البلورات.

إذن: **الكوارتز لم يكتشفه شخص محدد، بل كان معروفًا منذ القدم**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_002,gulf,direct,gpt55,multilingual,شلون يتصل الجنين بالرحم؟,عن طريق الحبل السري,"يتصل الجنين بالرحم عن طريق **المشيمة والحبل السري**:

- بالبداية بعد التلقيح، تنغرس البويضة المخصبة في بطانة الرحم، وهذا يسمى **الانغراس**.  
- تتكوّن **المشيمة** ملتصقة بجدار الرحم، وهي العضو اللي يربط بين دم الأم والجنين للتغذية والتنفس.  
- الجنين يكون مربوط بالمشيمة بواسطة **الحبل السري**.  
- عبر الحبل السري توصل للجنين **الأكسجين والغذاء** من الأم، وترجع منه **الفضلات وثاني أكسيد الكربون** حتى جسم الأم يتخلص منها.

المهم: دم الأم ودم الجنين غالبًا ما يختلطان مباشرة، لكن يصير تبادل مواد عبر المشيمة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_003,gulf,direct,gpt55,multilingual,وين موجود مسجد السلطان عبد المجيد؟,مدينة جبيل اللبنانية,مسجد السلطان عبد المجيد المعروف أيضًا بـ **مسجد أورتاكوي / الجامع المجيدي الكبير** موجود في **إسطنبول، تركيا**، في **حي أورتاكوي بمنطقة بشكتاش**، على ضفة **مضيق البوسفور** قرب جسر البوسفور.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_004,gulf,direct,gpt55,multilingual,وش عاصمة جورجيا؟,تبليسي,عاصمة جورجيا هي **تبليسي**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_005,gulf,direct,gpt55,multilingual,كم عدد آيات سورة الكهف؟,110,عدد آيات سورة الكهف هو **110 آيات**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_006,gulf,direct,gpt55,multilingual,وش سبب وفاة لاعب كمال الأجسام ناصر السنباطي؟,أثناء نومه,"توفي لاعب كمال الأجسام ناصر السنباطي في 20 مارس 2013 عن عمر 47 عامًا. السبب المتداول في التقارير الإعلامية أنه توفي أثناء نومه نتيجة مضاعفات صحية، وأُشير غالبًا إلى **فشل/قصور كلوي** وربما أدى ذلك إلى **توقف أو فشل قلبي**.

لا توجد ـ بحسب المتاح علنًا ـ تفاصيل طبية رسمية دقيقة منشورة على نطاق واسع حول تقرير الوفاة.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_007,gulf,direct,gpt55,multilingual,من اللي اخترع المحرك البخاري؟,جيمس واط,"لا يُنسب اختراع المحرك البخاري لشخص واحد فقط، بل تطوّر عبر مراحل:

- **هيرون الإسكندري**: صنع جهازًا بدائيًا يعمل بالبخار في القرن الأول الميلادي.
- **توماس سافري**: اخترع مضخة بخارية عام **1698**.
- **توماس نيوكومن**: صنع أول محرك بخاري عملي للاستخدام الصناعي عام **1712**.
- **جيمس وات**: طوّر المحرك البخاري بشكل كبير في القرن الثامن عشر، وجعله أكثر كفاءة، لذلك يُنسب إليه غالبًا فضل انتشار المحرك البخاري.

إذن إذا كان المقصود **المحرك البخاري العملي الصناعي** فالإجابة هي: **توماس نيوكومن**، أما أشهر من طوّره فهو **جيمس وات**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.500,defer,
wahm_008,gulf,direct,gpt55,multilingual,متى انكتبت وثيقة إعلان قيام دولة إسرائيل؟,14 أيار / مايو 1948,كُتبت/أُقِرّت وثيقة إعلان قيام دولة إسرائيل وأُعلنت رسميًا في **14 مايو/أيار 1948**، الموافق **5 أيار 5708** حسب التقويم العبري، في تل أبيب، وقرأها دافيد بن غوريون.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_009,gulf,direct,gpt55,multilingual,وش كان اسم حصان الرسول صلى الله عليه وسلم؟,البراق,"كان للنبي ﷺ أكثر من فرس، ومن أشهرها:

- **السَّكْب**: ويُذكر أنه أول فرس ملكه ﷺ.
- **المُرْتَجِز**
- **اللُّحَيْف**
- **اللِّزَاز**
- **الظَّرِب**
- **سَبْحَة**
- **الوَرْد**

فإذا كان المقصود أشهر اسم يُذكر غالبًا: **السَّكْب**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_010,gulf,direct,gpt55,multilingual,من كان رئيس ألمانيا النازية في الحرب العالمية الثانية؟,أدولف هتلر,"كان زعيم ألمانيا النازية خلال الحرب العالمية الثانية هو **أدولف هتلر**.

لكن من ناحية اللقب الرسمي: بعد وفاة الرئيس **باول فون هيندنبورغ** عام 1934، جمع هتلر بين منصبي الرئيس والمستشار واتخذ لقب **الفوهرر**. وفي الأيام الأخيرة من الحرب عام 1945 عيّن هتلر **كارل دونيتس** رئيسًا للرايخ بعد انتحاره.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_011,gulf,direct,gpt55,multilingual,وش هو الطيف الكهرومغناطيسي؟,"مصطلح عام يشمل جميع الترددات الممكنة من الإشعاعات الكهرومغناطيسية, خطوط الأشعة الصادرة من جسم أسود عند درجة حرارة معينة","الطيف الكهرومغناطيسي هو **كل أنواع الموجات الكهرومغناطيسية** مرتّبة حسب **الطول الموجي** أو **التردد**.

هذه الموجات كلها تنتقل بسرعة الضوء تقريبًا، لكنها تختلف في طاقتها واستخداماتها.

من الأقل طاقة إلى الأعلى طاقة:

1. **موجات الراديو**  
   تُستخدم في الراديو، التلفزيون، والاتصالات.

2. **الموجات الدقيقة / المايكروويف**  
   تُستخدم في الواي فاي، الجوال، والمايكروويف.

3. **الأشعة تحت الحمراء**  
   نشعر بها كحرارة، وتُستخدم في الريموت والكاميرات الحرارية.

4. **الضوء المرئي**  
   هو الجزء اللي نقدر نشوفه بالعين، مثل ألوان قوس قزح.

5. **الأشعة فوق البنفسجية**  
   تأتي من الشمس، وقد تسبب اسمرار أو حروق الجلد.

6. **الأشعة السينية**  
   تُستخدم في تصوير العظام.

7. **أشعة جاما**  
   طاقتها عالية جدًا، وتصدر من التفاعلات النووية وبعض الظواهر الكونية.

باختصار:  
**الطيف الكهرومغناطيسي هو مجموعة كل “الأضواء” أو الموجات، سواء اللي نشوفها أو ما نشوفها.**",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.300,defer,
wahm_012,gulf,direct,gpt55,multilingual,وين تقع مدينة بينيفنتو؟,"جنوب إيطاليا في إقليم كامبانيا, جنوب إيطاليا",تقع مدينة **بينيفنتو (Benevento)** في **جنوب إيطاليا**، ضمن إقليم **كامبانيا**، وهي عاصمة **مقاطعة بينيفنتو**. تقع إلى الشمال الشرقي من مدينة **نابولي**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_013,gulf,direct,gpt55,multilingual,وش هي المحاسبة المالية؟,تسجيل وتبويب المدخلات والعمليات التي تمثل الأحداث الاقتصادية وفق نظام معين,"المحاسبة المالية هي فرع من المحاسبة يهتم بتسجيل وتلخيص وعرض العمليات المالية للمنشأة خلال فترة معينة، مثل المبيعات والمشتريات والمصاريف والإيرادات.

هدفها الأساسي هو إعداد قوائم مالية توضّح وضع الشركة المالي ونتائج أعمالها، مثل:

- **قائمة الدخل**: تبين الربح أو الخسارة.
- **قائمة المركز المالي / الميزانية**: تبين الأصول والالتزامات وحقوق الملكية.
- **قائمة التدفقات النقدية**: تبين دخول وخروج النقد.
- **قائمة التغيرات في حقوق الملكية**.

تستخدمها جهات كثيرة مثل الإدارة، المستثمرين، البنوك، الجهات الحكومية، والموردين لمعرفة أداء المنشأة واتخاذ قرارات مالية.

باختصار: **المحاسبة المالية هي اللغة التي تشرح الوضع المالي للشركة بالأرقام**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.273,defer,
wahm_014,gulf,direct,gpt55,multilingual,وين انولد صدام حسين؟,قرية العوجة,انولد صدام حسين في قرية **العوجة** قرب **تكريت** في العراق.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_015,gulf,direct,gpt55,multilingual,بين كم وكم بيضة تحط أنثى السلمندر؟,"500 إلى 600 بيضه, بين 500 إلى 600",تختلف حسب نوع السلمندر، لكن غالبًا تضع أنثى السلمندر **بين نحو 10 و500 بيضة** في المرة الواحدة.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.500,defer,
wahm_016,gulf,direct,gpt55,multilingual,ليش تم توقيع الميثاق الأعظم أو الماجنا كارتا؟,محاولةً للحد من نفوذه وحماية امتيازاتهم قانونياً,"تم توقيع **الميثاق الأعظم (الماجنا كارتا)** عام **1215م** في إنجلترا لأن النبلاء/البارونات تمرّدوا على الملك **جون** بسبب طريقة حكمه الاستبدادية.

أهم الأسباب:

- **فرض ضرائب باهظة** لتمويل حروبه، خاصة بعد خسارته أراضي في فرنسا.
- **استغلال السلطة الملكية** دون الرجوع إلى النبلاء أو احترام الأعراف الإقطاعية.
- **سوء الإدارة والهزائم العسكرية** التي أضعفت مكانة الملك.
- **الخلاف مع الكنيسة** وتدخله في شؤونها.
- رغبة البارونات في **تقييد سلطة الملك** وإجباره على احترام القانون.

لذلك أُجبر الملك جون على توقيع الماجنا كارتا في **رَنيميد**، وكان الهدف الأساسي منها أن يكون الملك خاضعًا للقانون، وألا يفرض الضرائب أو يعاقب الأفراد تعسفيًا دون إجراءات قانونية. وتُعد لاحقًا من أهم الوثائق التي مهدت لفكرة **حكم القانون والحقوق الدستورية**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.143,defer,
wahm_017,gulf,direct,gpt55,multilingual,وش المدينة اللي فيها أكبر مصنع للحديد والصلب في أفريقيا؟,عنابة,المدينة هي **حلوان** في مصر (جنوب القاهرة)، حيث كان يوجد مصنع **الحديد والصلب المصري** الذي يُذكر كثيرًا كأكبر مصنع للحديد والصلب في أفريقيا.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_018,gulf,direct,gpt55,multilingual,من أول امرأة مسكت منصب رئيسة تحرير صحيفة الغارديان خلفا لآلان روسبيرجير؟,كاثرين صوفي فاينر,أول امرأة تولّت منصب رئيسة تحرير صحيفة **الغارديان** خلفًا لـ **آلان روسبريدجر** هي **كاثرين فاينر (Katharine Viner)**، وذلك عام 2015.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.667,defer,
wahm_019,gulf,direct,gpt55,multilingual,من اللي أسس حركة الجهاد الإسلامي في مصر؟,"علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي (من حى المعادى), علوى مصطفى (من حى مصر الجديدة) وإسماعيل طنطاوي (من حى المنيل) ونبيل البرعي","مؤسِّس **حركة/تنظيم الجهاد الإسلامي في مصر** يُنسب غالبًا إلى **محمد عبد السلام فرج** في أواخر السبعينيات، وهو صاحب كتاب **«الفريضة الغائبة»**.

وشارك معه أو ارتبط بالتنظيم مبكرًا شخصيات مثل **عبود الزمر**، بينما برز **أيمن الظواهري** لاحقًا كأحد أهم قادته، لكنه ليس المؤسس الأول بالمعنى الشائع.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.091,defer,
wahm_020,gulf,direct,gpt55,multilingual,في أي سنة توفى إسحاق رابين؟,4 نوفمبر 1995,توفى إسحاق رابين عام **1995**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.333,defer,
wahm_021,gulf,direct,gpt55,multilingual,وش جنسية الفيلسوف ميشال فوكو؟,فرنسي,ميشال فوكو فيلسوف **فرنسي**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_022,gulf,direct,gpt55,multilingual,في أي سنة انولد رونالد ريغان؟,"فبراير 1911, 6 فبراير 1911",وُلد رونالد ريغان في سنة **1911**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.500,defer,
wahm_023,gulf,direct,gpt55,multilingual,في أي سنة تأسس نادي مانشستر يونايتد لكرة القدم؟,1 مارس 1878م,تأسس نادي مانشستر يونايتد عام **1878**، وكان اسمه حينها **نيوتن هيث لانكشاير ويوركشاير للسكك الحديدية**، ثم تغيّر اسمه إلى مانشستر يونايتد عام **1902**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_024,gulf,direct,gpt55,multilingual,متى أقيمت بطولة غرب آسيا لكرة القدم أول مرة؟,2000,أُقيمت بطولة غرب آسيا لكرة القدم لأول مرة عام **2000**، واستضافتها **الأردن**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_025,gulf,direct,gpt55,multilingual,متى تأسس الجيش اليمني؟,1962,"تعود جذور **الجيش اليمني** إلى عام **1918م** بعد خروج العثمانيين وقيام الدولة المتوكلية في شمال اليمن.

لكن إذا كنت تقصد **الجيش الجمهوري الحديث**، فقد بدأ تنظيمه بشكل جديد بعد **ثورة 26 سبتمبر 1962م**.  
أما **القوات المسلحة اليمنية في دولة الوحدة** فتكوّنت بعد توحيد شطري اليمن في **22 مايو 1990م**.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_026,gulf,direct,gpt55,multilingual,كم يوصل أقصى عمق لبحر قزوين؟,1023 م,"أقصى عمق لبحر قزوين يصل إلى حوالي **1,025 مترًا** تحت سطح البحر، وذلك في **الجزء الجنوبي** منه.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_027,gulf,direct,gpt55,multilingual,وش هو الرجفان البطيني؟,"حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما, حالة توقف القلب عن العمل بسبب خلل في منظومة القلب تؤدي إلى ارتجاف البطينين بدل انقباضهما، الأمر الذي يؤدي إلى توقف الدورة الدموية ومن ثم إلى الوفاة بالسكتة القلبية إن لم يتم تدارك الأمر علاجياً خلال دقائق معدودة من خلال عملية الإنعاش القلبي الرئوي","الرجفان البطيني هو **اضطراب خطير جدًا في نبض القلب** يصير في البطينين، وهي الحجرات المسؤولة عن ضخ الدم للجسم. بدل ما ينقبض القلب بشكل منظم، تبدأ البطينات “ترتعش” بسرعة وبشكل عشوائي، فيتوقف ضخ الدم فعليًا.

هذا يُعتبر **توقف قلب مفاجئ** ويحتاج تدخل فوري.

**أعراضه غالبًا:**
- فقدان الوعي المفاجئ
- انقطاع أو عدم انتظام التنفس
- عدم وجود نبض
- قد يسبقه ألم صدر، خفقان، دوخة أو ضيق نفس

**أسبابه الشائعة:**
- جلطة قلبية أو مرض شرايين القلب
- اعتلال أو ضعف عضلة القلب
- اضطرابات كهرباء القلب
- نقص الأكسجين أو اختلال الأملاح مثل البوتاسيوم
- بعض الأدوية أو الصدمات الكهربائية

**وش تسوي إذا صار قدامك؟**
1. اتصل بالإسعاف فورًا.
2. ابدأ الإنعاش القلبي الرئوي CPR إذا الشخص ما يتنفس طبيعي.
3. استخدم جهاز الصدمات AED إذا متوفر؛ هو العلاج الأهم لإرجاع النبض.

باختصار: الرجفان البطيني حالة إسعافية مهددة للحياة، ولازم علاج سريع بالصدمات الكهربائية والإنعاش.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.467,defer,
wahm_028,gulf,direct,gpt55,multilingual,كم إمارة في الإمارات العربية المتحدة؟,"سبع, السبع",تتكوّن الإمارات العربية المتحدة من **7 إمارات**، وهي: أبوظبي، دبي، الشارقة، عجمان، أم القيوين، رأس الخيمة، والفجيرة.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_029,gulf,direct,gpt55,multilingual,وش هي عملية التركيب الضوئي؟,عملية كيميائية معقدة تحدث في خلايا البكتيريا الزرقاء وفي صانعات اليخضور (الصانعات الخضراء) أو الكلوروبلاست في كل من الطحالب والنباتات العليا,"عملية التركيب الضوئي هي العملية اللي تستخدمها النباتات لصنع غذائها بنفسها.

تأخذ النباتات:

- ضوء الشمس
- الماء من التربة
- ثاني أكسيد الكربون من الهواء

ثم داخل الأوراق، وبمساعدة مادة خضراء اسمها الكلوروفيل، تحوّل هذه الأشياء إلى:

- سكر/غذاء للنبات
- أكسجين يخرج للهواء

بشكل مبسط:

ثاني أكسيد الكربون + ماء + ضوء الشمس ⟶ غذاء للنبات + أكسجين

وهذي العملية مهمة جدًا لأنها توفر الغذاء للنباتات وتنتج الأكسجين اللي نحتاجه للتنفس.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.150,defer,
wahm_030,gulf,direct,gpt55,multilingual,منو ألفرد نوبل؟,"مهندس ومخترع وكيميائي سويدي, مهندس ومخترع وكيميائي سويدي، اخترع الديناميت في سنة 1867 ومن ثم أوصى بمعظم ثروته التي جناها من الاختراع إلى جائزة نوبل التي سُميت بإسمه","ألفرد نوبل هو عالم ومخترع وكيميائي ومهندس سويدي، وُلد عام 1833 وتوفي عام 1896. اشتهر باختراع الديناميت عام 1867، وكان رجل أعمال يمتلك مصانع وشركات في عدة دول.

قبل وفاته أوصى بمعظم ثروته لإنشاء **جوائز نوبل**، التي تُمنح سنويًا لمن يقدّمون إنجازات كبيرة في مجالات مثل: السلام، الأدب، الطب، الفيزياء، الكيمياء، ولاحقًا الاقتصاد.

لذلك يُعرف ألفرد نوبل اليوم ليس فقط كمخترع، بل كصاحب فكرة واحدة من أشهر الجوائز العالمية.",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_031,gulf,direct,gpt55,multilingual,وين انولد ميكيلانجيلو؟,"قرية كابريزي قرب أريتسو بتوسكانا, كابريزي",وُلد ميكيلانجيلو في بلدة **كابريزي** قرب أريتسو في **توسكانا**، إيطاليا، وكانت آنذاك ضمن **جمهورية فلورنسا**. تُعرف البلدة اليوم باسم **كابريزي ميكيلانجيلو**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_032,gulf,direct,gpt55,multilingual,وش المعدل الطبيعي للجماع؟,5.4 دقائق,"ما فيه **معدل طبيعي ثابت** للجماع ينطبق على الكل. الطبيعي هو اللي يناسب الزوجين ويكون برضا وراحة الطرفين بدون ألم أو ضغط.

لكن كصورة عامة:
- بعض الأزواج: **عدة مرات بالأسبوع**
- كثير من الأزواج: **مرة إلى مرتين بالأسبوع**
- وبعضهم: **مرات قليلة بالشهر** وهذا برضه ممكن يكون طبيعي إذا الطرفين راضين

يتأثر المعدل بـ: العمر، الصحة، التوتر، النوم، الحمل/الولادة، الأدوية، الهرمونات، وطبيعة العلاقة.

راجع/ي طبيب أو مختص إذا فيه:
- ألم أثناء الجماع
- ضعف انتصاب أو قذف مبكر مزعج
- انخفاض مفاجئ بالرغبة
- خلاف مستمر بسبب الموضوع
- تعب أو قلق شديد مرتبط بالجنس

الخلاصة: **المهم التوافق والرضا بينكم، مو الرقم.**",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.000,defer,
wahm_033,gulf,direct,gpt55,multilingual,متى بدأ التوقيع على معاهدة الحد من انتشار الأسلحة النووية؟,1 يوليو 1968,بدأ التوقيع على **معاهدة الحد من انتشار الأسلحة النووية** في **1 يوليو/تموز 1968**. ودخلت المعاهدة حيّز التنفيذ لاحقًا في **5 مارس/آذار 1970**.,,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,1.000,defer,
wahm_034,gulf,direct,gpt55,multilingual,وش هو الأرجاز؟,نوع من العجز الجنسي، حيث يكون الشخص غير قادر على تحقيق هزة الجماع على الرغم من وجود التحفيز الكافي,"الأرجاز هي **قصائد أو أبيات شعرية على بحر الرَّجَز**، ويُسمّى الواحد منها غالبًا **أُرجوزة**.

**بحر الرجز** من بحور الشعر العربي، ووزنه المشهور:

**مستفعلن مستفعلن مستفعلن**  
**مستفعلن مستفعلن مستفعلن**

وكان يُستخدم كثيرًا لأنه سهل وسريع، خصوصًا في:

- الحِكم والأمثال  
- التعليم وحفظ العلوم، مثل النحو والفقه والطب  
- الحماسة والفخر  
- وصف المعارك أو الرحلات

مثال مشهور على الأراجيز التعليمية:  
**ألفية ابن مالك** في النحو، وهي منظومة شعرية طويلة على بحر الرجز.

فباختصار: **الأرجاز = منظومات أو قصائد من بحر الرجز، غالبًا سهلة للحفظ والتعليم.**",,gpt-5.5,,gpt-5.5,,2026-08-17T18:57:21+00:00,,0.250,degeneration,heavy_repetition
